language_code,term,language_name,term_source,wikipedia_translated_term,coding_dh_date,family_name,gt_translated_term,enmt_translated_term,lingvanex_translated_term,llama_system_prompt,llama_user_prompt,llama_content,llama_model,llama_created_at,llama_total_duration,llama_load_duration,llama_prompt_eval_count,llama_prompt_eval_duration,llama_eval_count,llama_eval_duration,llama_done_reason,llama_translated_term,llama_translation_rationale,llama_extracted_dictionaries,llama_translation,exclude_google_cloud_translate,exclude_easynmt,exclude_llama
hil,,Hiligaynon,Digital Humanities,,2026-05-10 23:10:13,,Digital Humanities,Digital Humanity,,,"Translate 'Digital Humanities' into Hiligaynon (ISO hil). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{
""translated_term"": ""Digital na Kasaysayan"",
""translation_rationale"": ""Ang termino \""Digital Humanities\"" ay naglalaman ng mga konsepto at ideya mula sa kasaysayang digital, kaya't ang Hiligaynon na bersyon nito ay tumutukoy sa mga pananaw at pag-aaral tungkol sa digitalisasyon ng kasaysayan. Ang salitang \""Digital\"" ay nagpapahiwatig ng paggamit ng teknolohiya upang mapag-aralan, maglathala, o makipag-ugnay sa mga dokumento at impormasyon mula sa kasaysayan, habang ang salitang \""Humanities\"" ay tumutukoy sa mga pananaliksik na may kinalaman sa sining, literatura, at panlipunan.""
}",llama3.1:latest,2026-05-11T04:10:13.402917Z,3363806958.0,69036416.0,41.0,66149125.0,184.0,3182459834.0,stop,Digital na Kasaysayan,"Ang termino ""Digital Humanities"" ay naglalaman ng mga konsepto at ideya mula sa kasaysayang digital, kaya't ang Hiligaynon na bersyon nito ay tumutukoy sa mga pananaw at pag-aaral tungkol sa digitalisasyon ng kasaysayan. Ang salitang ""Digital"" ay nagpapahiwatig ng paggamit ng teknolohiya upang mapag-aralan, maglathala, o makipag-ugnay sa mga dokumento at impormasyon mula sa kasaysayan, habang ang salitang ""Humanities"" ay tumutukoy sa mga pananaliksik na may kinalaman sa sining, literatura, at panlipunan.",[],,,,False
hif,,Fiji Hindi,Digital Humanities,,2026-05-10 23:10:08,,,,,,"Translate 'Digital Humanities' into Fiji Hindi (ISO hif). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Dijitil Manav Vigyan"", ""translation_rationale"": ""The term 'Digital Humanities' is a direct translation from English. In Fijian Hindi, the word 'Dijitil' (digital) is used to describe things related to computers and technology, while 'Manav Vigyan' translates to humanities or human sciences.""}",llama3.1:latest,2026-05-11T04:10:08.023138Z,1039328250.0,66107166.0,40.0,66720625.0,77.0,884866753.0,stop,Dijitil Manav Vigyan,"The term 'Digital Humanities' is a direct translation from English. In Fijian Hindi, the word 'Dijitil' (digital) is used to describe things related to computers and technology, while 'Manav Vigyan' translates to humanities or human sciences.","[{'translated_term': 'Dijitil Manav Vigyan', 'translation_rationale': ""The term 'Digital Humanities' is a direct translation from English. In Fijian Hindi, the word 'Dijitil' (digital) is used to describe things related to computers and technology, while 'Manav Vigyan' translates to humanities or human sciences.""}]",Dijitil Manav Vigyan,,,False
hi,,Hindi,Digital Humanities,अभिकलनात्मक मानविकी,2026-05-10 23:10:04,Indo-European languages,डिजिटल मानविकी,डिजिटल मानवता,डिजिटल मानविकी,,"Translate 'Digital Humanities' into Hindi (ISO hi). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""डिजिटल मानव विज्ञान"", ""translation_rationale"": ""शब्द का अनुवाद करने के लिए, हमने 'Digital Humanities' को दो हिस्सों में बांटकर किया: 'डिजिटल' और 'मानव विज्ञान'. 'डिजिटल' शब्द का हिंदी अनुवाद 'डिजिटल' है, जैसा कि अंग्रेजी में। 'मानव विज्ञान' शब्द का हिंदी अनुवाद 'मानव विज्ञान' है, जो 'Humanities' के लिए एक सामान्य अनुवाद है। दोनों शब्दों को मिलाकर, हमें 'डिजिटल मानव विज्ञान' मिलता है।""}",llama3.1:latest,2026-05-11T04:10:04.960981Z,3877216625.0,61353083.0,38.0,70093834.0,195.0,3698582253.0,stop,डिजिटल मानव विज्ञान,"शब्द का अनुवाद करने के लिए, हमने 'Digital Humanities' को दो हिस्सों में बांटकर किया: 'डिजिटल' और 'मानव विज्ञान'. 'डिजिटल' शब्द का हिंदी अनुवाद 'डिजिटल' है, जैसा कि अंग्रेजी में। 'मानव विज्ञान' शब्द का हिंदी अनुवाद 'मानव विज्ञान' है, जो 'Humanities' के लिए एक सामान्य अनुवाद है। दोनों शब्दों को मिलाकर, हमें 'डिजिटल मानव विज्ञान' मिलता है।","[{'translated_term': 'डिजिटल मानव विज्ञान', 'translation_rationale': ""शब्द का अनुवाद करने के लिए, हमने 'Digital Humanities' को दो हिस्सों में बांटकर किया: 'डिजिटल' और 'मानव विज्ञान'. 'डिजिटल' शब्द का हिंदी अनुवाद 'डिजिटल' है, जैसा कि अंग्रेजी में। 'मानव विज्ञान' शब्द का हिंदी अनुवाद 'मानव विज्ञान' है, जो 'Humanities' के लिए एक सामान्य अनुवाद है। दोनों शब्दों को मिलाकर, हमें 'डिजिटल मानव विज्ञान' मिलता है।""}]",डिजिटल मानव विज्ञान,,,False
he,מדעי הרוח הדיגיטליים,Hebrew,Digital Humanities,מדעי הרוח הדיגיטליים,2026-05-10 23:09:59,Afro-Asiatic languages,מדעי הרוח הדיגיטליים,Humanital Humanities,מדעי הרוח הדיגיטליים,,"Translate 'Digital Humanities' into Hebrew (ISO he). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""אנתרופולוגיה דיגיטלית"", ""translation_rationale"": ""מונח שבו משולבים הדגשים האנתרופולוגי, ההיסטורי, הספרותי והמדעי בתחומי האדם, החברה, התרבות, ההיסטוריה, הלשון, הספרות, האמנות, והמדע. בעיקר, מדובר בשילוב של ניתוחי אנתרופולוגיה, היסטוריה, ספרות, ומדעי המחשב. ""}",llama3.1:latest,2026-05-11T04:09:59.065946Z,4281064125.0,69130750.0,38.0,71941500.0,230.0,4089169536.0,stop,אנתרופולוגיה דיגיטלית,"מונח שבו משולבים הדגשים האנתרופולוגי, ההיסטורי, הספרותי והמדעי בתחומי האדם, החברה, התרבות, ההיסטוריה, הלשון, הספרות, האמנות, והמדע. בעיקר, מדובר בשילוב של ניתוחי אנתרופולוגיה, היסטוריה, ספרות, ומדעי המחשב. ","[{'translated_term': 'אנתרופולוגיה דיגיטלית', 'translation_rationale': 'מונח שבו משולבים הדגשים האנתרופולוגי, ההיסטורי, הספרותי והמדעי בתחומי האדם, החברה, התרבות, ההיסטוריה, הלשון, הספרות, האמנות, והמדע. בעיקר, מדובר בשילוב של ניתוחי אנתרופולוגיה, היסטוריה, ספרות, ומדעי המחשב. '}]",אנתרופולוגיה דיגיטלית,,,False
hdn,,Northern Haida,Digital Humanities,,2026-05-10 23:09:52,,,,,,"Translate 'Digital Humanities' into Northern Haida (ISO hdn). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","I'm not able to provide a translation for the term ""Digital Humanities"" into Northern Haida as it is an endangered language with no official recognition or widely accepted orthography. However, I can guide you on how one might approach this task.

To translate ""Digital Humanities,"" we would need to consider the meaning and context of both terms within the framework of the Northern Haida culture and language. Here's a hypothetical approach:

1. **Breaking Down the Terms:**
   - ""Digital"" refers to things related to computers, electronics, or digital technology.
   - ""Humanities"" encompasses subjects like history, languages, philosophy, and social sciences.

2. **Finding Equivalents in Northern Haida:**
   - For ""digital,"" we might look for a term that relates to the use of technology or modern tools, which could be challenging given the language's limited documentation.
   - For ""humanities,"" we would need a term that broadly covers subjects like history, culture, and social sciences. In many Indigenous languages, these concepts are often deeply intertwined with traditional knowledge and practices.

3. **Considering Cultural Context:**
   - The translation should ideally reflect the cultural context of Northern Haida people. This might involve using terms or phrases that are specific to their traditions and ways of understanding the world.
   
4. **Orthography Challenge:**
   - Northern Haida has a complex writing system, and there's no standard orthography widely accepted for it. Any translation would need to be adapted to an existing orthographic system or propose a new one.

Given these considerations, here is a hypothetical attempt at translating ""Digital Humanities"" into Northern Haida:

**Hypothetical Translation:**
- **Digital:** Could potentially be translated as ""Gidíi Gwaa,"" where ""Gidíi"" might relate to the concept of technology or modern tools (though this is highly speculative and based on a hypothetical understanding of how such concepts could be expressed in Northern Haida).
- **Humanities:** This could be more directly related to traditional knowledge and practices, potentially translated as ""K'unaas Gwaa,"" where ""K'unaas"" might refer to the study or preservation of cultural heritage.

**Translation Rationale:**
The translation rationale would involve explaining how these terms were chosen based on their meanings in Northern Haida. It would also include a discussion on the challenges faced, such as the lack of standard orthography and the need for creative interpretation of modern concepts within an ancient language framework.

Please note that this is purely hypothetical due to the complexities involved with translating into an endangered language without established linguistic resources or community consensus on orthography and terminology.",llama3.1:latest,2026-05-11T04:09:52.759142Z,11164417833.0,69108083.0,41.0,70163334.0,541.0,10889243967.0,stop,,,[],,,,False
hax,,Southern Haida,Digital Humanities,,2026-05-10 23:09:34,,,,,,"Translate 'Digital Humanities' into Southern Haida (ISO hax). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","I'm not able to provide a translation for the term ""Digital Humanities"" into Southern Haida as I don't have access to real-time language data or specific linguistic resources for this language. However, I can guide you on how such a translation might be approached.

The Southern Haida language (ISO 639-3: hax) is part of the Haida language family and is spoken in the southern region of Haida Gwaii, an archipelago off the coast of British Columbia, Canada. For a term like ""Digital Humanities,"" which combines concepts from technology and humanities studies, a translation would require understanding both the technological aspects (digital) and the application to humanities fields.

Here's a hypothetical approach to translating ""Digital Humanities"" into Southern Haida:

1. **Break Down the Term**: The term ""Digital Humanities"" can be broken down into its components: ""digital,"" referring to technology or digital media, and ""humanities,"" which encompasses various academic disciplines such as history, literature, philosophy, etc.

2. **Find Equivalent Concepts in Southern Haida**:
   - For ""digital,"" one might look for a word that relates to the use of technology or modern tools. However, without specific linguistic resources, this step is speculative.
   - For ""humanities,"" one could consider words related to knowledge, culture, or traditional practices since these are core aspects of humanities studies.

3. **Consider Cultural and Linguistic Nuances**: The translation must also take into account the cultural context in which it will be used. In Southern Haida, there might be specific terms that reflect the community's unique perspective on technology and its application to traditional knowledge or practices.

4. **Consult with a Native Speaker or Linguist**: For an accurate translation, consulting with a native speaker of Southern Haida or a linguist familiar with the language is crucial. They can provide insights into how the term might be translated in a way that is both culturally sensitive and linguistically accurate.

Given these considerations, here's a hypothetical example of how ""Digital Humanities"" could be translated into Southern Haida:

**Hypothetical Translation**: Without access to specific linguistic resources or native speakers for verification, this translation should not be considered definitive. However, as an illustrative example, one might consider combining words that reflect the concepts of technology and humanities studies in a way that is meaningful within the Southern Haida cultural context.

- **Digital** could potentially be translated using a word related to modern tools or technology, though without specific linguistic resources, this is speculative.
- **Humanities** could be approached by considering terms for knowledge, culture, or traditional practices. For example, in some Indigenous languages, words related to ""storytelling"" or ""traditional knowledge"" might be used.

**Example Translation**: If we were to combine these concepts hypothetically, a translation of ""Digital Humanities"" into Southern Haida could look something like this: **Gidíi x̱ʷaanaas**. This is purely speculative and not based on actual linguistic data or consultation with native speakers.

**Translation Rationale**: The rationale behind such a hypothetical translation would be to combine words that reflect the use of technology (gidíi) with aspects related to traditional knowledge, culture, or humanities studies (x̱ʷaanaas). This approach acknowledges the importance of cultural sensitivity and linguistic accuracy in translating complex terms like ""Digital Humanities"" into Southern Haida.

Please note, this is a highly speculative example and should not be considered an actual translation without verification from native speakers or linguists familiar with the language.",llama3.1:latest,2026-05-11T04:09:34.613493Z,15880009792.0,68242334.0,41.0,70414333.0,729.0,15561951001.0,stop,,,[],,,,False
haw,,Hawaiian,Digital Humanities,,2026-05-10 23:09:16,,Nā Humanities Kikohoʻe,,Digital Humanities,,"Translate 'Digital Humanities' into Hawaiian (ISO haw). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Hawaiian:

```
{
  ""translated_term"": ""Nā Kūlana Houʻaʻia"",
  ""translation_rationale"": ""The term 'Digital Humanities' was translated by combining two words from the Hawaiian language. 'Nā Kūlana' means 'the humanities' or 'humanities', and 'Houʻaʻia' means 'digital'. This translation aims to preserve the original meaning of the term while using Hawaiian terminology.""
}
```

Note: The Hawaiian language uses a non-Latin alphabet, but I've used the Latinized version for simplicity. In actual usage, the correct spelling would be in the ʻōlelo Hawaiʻi script.",llama3.1:latest,2026-05-11T04:09:16.708312Z,2307902083.0,69092666.0,39.0,71179000.0,158.0,2127791039.0,stop,Nā Kūlana Houʻaʻia,"The term 'Digital Humanities' was translated by combining two words from the Hawaiian language. 'Nā Kūlana' means 'the humanities' or 'humanities', and 'Houʻaʻia' means 'digital'. This translation aims to preserve the original meaning of the term while using Hawaiian terminology.",[],,False,,False
hak,,Hakka Chinese,Digital Humanities,,2026-05-10 23:09:12,,,,,,"Translate 'Digital Humanities' into Hakka Chinese (ISO hak). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{
  ""translated_term"": ""Hók-gáik-lūn"",
  ""translation_rationale"": ""The term \""Digital Humanities\"" is translated into Hakka Chinese as \""Hók-gáik-lūn\"", which combines the concepts of digital technology and humanities. \""Hók\"" means \""digital\"" or \""computer\"", \""gáik\"" refers to the study of human culture, history, and literature, and \""lūn\"" is a suffix indicating a field of study.""
}",llama3.1:latest,2026-05-11T04:09:12.379031Z,1407774459.0,68651625.0,40.0,68371541.0,106.0,1243575623.0,stop,Hók-gáik-lūn,"The term ""Digital Humanities"" is translated into Hakka Chinese as ""Hók-gáik-lūn"", which combines the concepts of digital technology and humanities. ""Hók"" means ""digital"" or ""computer"", ""gáik"" refers to the study of human culture, history, and literature, and ""lūn"" is a suffix indicating a field of study.",[],,True,True,False
hai,,Haida,Digital Humanities,,2026-05-10 23:09:08,,,,,,"Translate 'Digital Humanities' into Haida (ISO hai). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Haida:

```
{
  ""translated_term"": ""Gidíiłaa x̱aaydaa"",
  ""translation_rationale"": ""The term 'Digital Humanities' can be broken down into two parts: 'gidíiłaa', which means 'new knowledge' or 'digital', and 'x̱aaydaa', which refers to the Haida language and culture. The phrase is meant to convey the idea of new ways of understanding and engaging with traditional knowledge through digital technologies.""
}
```

Note that Haida is a polysynthetic language, and the translation may not be word-for-word equivalent to the original term. The translation provided above is one possible interpretation, and there may be other ways to translate ""Digital Humanities"" into Haida depending on the context and intended meaning.

Also note that Haida is an endangered language with only around 20 fluent speakers remaining, so it's essential to work with a qualified linguist or native speaker when translating into this language.",llama3.1:latest,2026-05-11T04:09:08.944305Z,4019623084.0,68770750.0,39.0,65613875.0,216.0,3831966247.0,stop,Gidíiłaa x̱aaydaa,"The term 'Digital Humanities' can be broken down into two parts: 'gidíiłaa', which means 'new knowledge' or 'digital', and 'x̱aaydaa', which refers to the Haida language and culture. The phrase is meant to convey the idea of new ways of understanding and engaging with traditional knowledge through digital technologies.",[],,,,False
ha,,Hausa,Digital Humanities,,2026-05-10 23:09:02,,Dan Adam na Dijital,KCharselect unicode block name,Digital Humanities,,"Translate 'Digital Humanities' into Hausa (ISO ha). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","JSON:

```
{
  ""translated_term"": ""Adabin Digita"",
  ""translation_rationale"": ""An kawo shi ne bayanin digita, wanda ya bambanta da adabin al'ada. Adabin digita yana magana ne a fagen ilimi, tarihi, falsafa, da sauransu.""
}
```

Note: Hausa translation of 'Digital Humanities' is ""Adabin Digita"".",llama3.1:latest,2026-05-11T04:09:02.901964Z,1273105875.0,67148958.0,39.0,69820375.0,94.0,1109937624.0,stop,Adabin Digita,"An kawo shi ne bayanin digita, wanda ya bambanta da adabin al'ada. Adabin digita yana magana ne a fagen ilimi, tarihi, falsafa, da sauransu.",[],,,,False
gwi,,Gwichʼin,Digital Humanities,,2026-05-10 23:08:59,,,,,,"Translate 'Digital Humanities' into Gwichʼin (ISO gwi). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Gwichʼin:

```
{
  ""translated_term"": ""Dene Kʼéhdi Cho Déné"",
  ""translation_rationale"": ""The term 'Digital Humanities' was translated by considering the concept of digital technology and its application in humanities research. In Gwichʼin, 'Dene Kʼéhdi' means 'new knowledge' or 'digital', and 'Cho Déné' means 'humanities' or 'culture'. The phrase is a combination of these two concepts to convey the idea of digital humanities.""
}
```

Note: Please keep in mind that Gwichʼin is an indigenous language with limited resources and documentation. This translation may not be universally accepted, and it's always best to consult with a fluent speaker or linguist for more accurate and nuanced translations.

Also, please note that the ISO 639-1 code ""gwi"" refers specifically to the Northern Gwichʼin dialect spoken in Canada. There are other dialects of Gwichʼin spoken in Alaska (USA) and Canada, which may have slightly different spellings or pronunciations for this term.",llama3.1:latest,2026-05-11T04:08:59.607871Z,4652845875.0,60031542.0,43.0,70962416.0,245.0,4459922795.0,stop,Dene Kʼéhdi Cho Déné,"The term 'Digital Humanities' was translated by considering the concept of digital technology and its application in humanities research. In Gwichʼin, 'Dene Kʼéhdi' means 'new knowledge' or 'digital', and 'Cho Déné' means 'humanities' or 'culture'. The phrase is a combination of these two concepts to convey the idea of digital humanities.",[],,,,False
gv,,Manx,Digital Humanities,,2026-05-10 23:08:46,,Dooinney Digitagh,Aghtyn mair-chlaa,,,"Translate 'Digital Humanities' into Manx (ISO gv). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Dooie Ghumailtys"", ""translation_rationale"": ""The term 'Digital Humanities' is a direct translation of the English phrase, using the Manx language's ability to adopt loanwords and adapt them to its grammar and spelling. The word 'digital' remains unchanged as it is a relatively recent concept that has been adopted into many languages without significant modification. The word 'humanities', referring to the study of human culture, is translated as 'Ghumailtys', which encompasses the same meaning in Manx.""}",llama3.1:latest,2026-05-11T04:08:46.230476Z,1558716500.0,69031292.0,39.0,72427709.0,115.0,1386787249.0,stop,Dooie Ghumailtys,"The term 'Digital Humanities' is a direct translation of the English phrase, using the Manx language's ability to adopt loanwords and adapt them to its grammar and spelling. The word 'digital' remains unchanged as it is a relatively recent concept that has been adopted into many languages without significant modification. The word 'humanities', referring to the study of human culture, is translated as 'Ghumailtys', which encompasses the same meaning in Manx.","[{'translated_term': 'Dooie Ghumailtys', 'translation_rationale': ""The term 'Digital Humanities' is a direct translation of the English phrase, using the Manx language's ability to adopt loanwords and adapt them to its grammar and spelling. The word 'digital' remains unchanged as it is a relatively recent concept that has been adopted into many languages without significant modification. The word 'humanities', referring to the study of human culture, is translated as 'Ghumailtys', which encompasses the same meaning in Manx.""}]",Dooie Ghumailtys,,False,False
guz,,Gusii,Digital Humanities,,2026-05-10 23:08:42,,,,,,"Translate 'Digital Humanities' into Gusii (ISO guz). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Gusii:

```
{
  ""translated_term"": ""Migwirizo ya Kielektroniki"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated to Gusii by combining two concepts: 'migwirizo', which means 'digital' or 'electronic', and 'ya kielektroniki', which is a direct translation of the English phrase 'humanities'. The word order in Gusii typically follows the subject-verb-object structure, hence the phrase 'Migwirizo ya Kielektroniki'.""
}
```

Note: Please keep in mind that Gusii is an endangered language and there may be variations in spelling or pronunciation depending on the dialect spoken. This translation is based on available linguistic resources and may not reflect the nuances of the language as spoken by native speakers.",llama3.1:latest,2026-05-11T04:08:42.654974Z,3112432208.0,68882958.0,40.0,71195166.0,187.0,2925407911.0,stop,Migwirizo ya Kielektroniki,"The term 'Digital Humanities' has been translated to Gusii by combining two concepts: 'migwirizo', which means 'digital' or 'electronic', and 'ya kielektroniki', which is a direct translation of the English phrase 'humanities'. The word order in Gusii typically follows the subject-verb-object structure, hence the phrase 'Migwirizo ya Kielektroniki'.",[],,,,False
gur,,Frafra,Digital Humanities,,2026-05-10 23:08:37,,,,,,"Translate 'Digital Humanities' into Frafra (ISO gur). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Frafra (ISO 639-3 code: fra):

```
{
  ""translated_term"": ""Ŋɔmɛtso' tɔŋa"",
  ""translation_rationale"": ""The term 'Digital Humanities' can be broken down into two parts. 'Digital' refers to the use of digital technology, which in Frafra is conveyed by the prefix 'Ŋɔmɛtso', meaning 'of or relating to computers' or 'digital'. The second part, 'Humanities', refers to the study of human culture and society, which in Frafra can be translated as 'tɔŋa', meaning 'culture' or 'society'. Therefore, the translation 'Ŋɔmɛtso' tɔŋa' combines these two concepts to convey the idea of digital humanities.""
}
```

Note: The Frafra language is a Gur language spoken in Ghana and Burkina Faso. The translation provided is based on my understanding of the language, but it's always best to consult with a native speaker or a linguist for more accurate and nuanced translations.",llama3.1:latest,2026-05-11T04:08:37.517508Z,4749168625.0,69229917.0,41.0,75877625.0,250.0,4543453617.0,stop,Ŋɔmɛtso' tɔŋa,"The term 'Digital Humanities' can be broken down into two parts. 'Digital' refers to the use of digital technology, which in Frafra is conveyed by the prefix 'Ŋɔmɛtso', meaning 'of or relating to computers' or 'digital'. The second part, 'Humanities', refers to the study of human culture and society, which in Frafra can be translated as 'tɔŋa', meaning 'culture' or 'society'. Therefore, the translation 'Ŋɔmɛtso' tɔŋa' combines these two concepts to convey the idea of digital humanities.",[],,,,False
guc,,Wayuu,Digital Humanities,,2026-05-10 23:08:30,,,,,,"Translate 'Digital Humanities' into Wayuu (ISO guc). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Wayuu (ISO code: gub):

```
{
  ""translated_term"": ""Ciencias Digitales"",
  ""translation_rationale"": ""The term 'Digital Humanities' was translated by combining two words from the Wayuu language. 'Ciencias' comes from the Spanish word for sciences, which is commonly used in academic contexts in Colombia and Venezuela where Wayuu is spoken. 'Digitales' is a direct translation of the English word 'digital', using the same root as in Spanish.""
}
```

Note: The Wayuu language has no standardized orthography or official recognition by any government, so the ISO code ""guc"" is not widely used. However, it is sometimes used to refer to the Wayuu language spoken in Colombia and Venezuela.",llama3.1:latest,2026-05-11T04:08:30.742287Z,2746802250.0,69666208.0,40.0,75500375.0,164.0,2560457994.0,stop,Ciencias Digitales,"The term 'Digital Humanities' was translated by combining two words from the Wayuu language. 'Ciencias' comes from the Spanish word for sciences, which is commonly used in academic contexts in Colombia and Venezuela where Wayuu is spoken. 'Digitales' is a direct translation of the English word 'digital', using the same root as in Spanish.",[],,,,False
gu,,Gujarati,Digital Humanities,,2026-05-10 23:08:21,,ડિજિટલ હ્યુમેનિટીઝ,,ડિજિટલ માનવતા,,"Translate 'Digital Humanities' into Gujarati (ISO gu). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""ડિજીટલ માનવશાસ્ત્ર"", ""translation_rationale"": ""અંગ્રેજી પદ યોગ્ય ઉચ્ચારણ માટે સંવિધાન અનુસાર ભાષાંતર કરવામાં આવ્યું છે.""}",llama3.1:latest,2026-05-11T04:08:21.774018Z,2345337208.0,60962208.0,39.0,68480750.0,171.0,2177396372.0,stop,ડિજીટલ માનવશાસ્ત્ર,અંગ્રેજી પદ યોગ્ય ઉચ્ચારણ માટે સંવિધાન અનુસાર ભાષાંતર કરવામાં આવ્યું છે.,"[{'translated_term': 'ડિજીટલ માનવશાસ્ત્ર', 'translation_rationale': 'અંગ્રેજી પદ યોગ્ય ઉચ્ચારણ માટે સંવિધાન અનુસાર ભાષાંતર કરવામાં આવ્યું છે.'}]",ડિજીટલ માનવશાસ્ત્ર,False,,False
gsw,,Swiss German,Digital Humanities,,2026-05-10 23:08:17,,,,,,"Translate 'Digital Humanities' into Swiss German (ISO gsw). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","{""translated_term"": ""Digitale Humanitäre"", ""translation_rationale"": ""In Swiss German, the term \""Humanities\"" is often translated as \""Humanitäre\"", which refers to the study of human culture and society. The addition of \""digitale\"" (digital) before it indicates that this field of study focuses on the intersection of digital technologies and humanities research.""}",llama3.1:latest,2026-05-11T04:08:17.407099Z,1062248958.0,68632041.0,40.0,72260333.0,78.0,899892705.0,stop,Digitale Humanitäre,"In Swiss German, the term ""Humanities"" is often translated as ""Humanitäre"", which refers to the study of human culture and society. The addition of ""digitale"" (digital) before it indicates that this field of study focuses on the intersection of digital technologies and humanities research.","[{'translated_term': 'Digitale Humanitäre', 'translation_rationale': 'In Swiss German, the term ""Humanities"" is often translated as ""Humanitäre"", which refers to the study of human culture and society. The addition of ""digitale"" (digital) before it indicates that this field of study focuses on the intersection of digital technologies and humanities research.'}]",Digitale Humanitäre,,,False
grc,,Ancient Greek,Digital Humanities,,2026-05-10 23:08:03,,,,,,"Translate 'Digital Humanities' into Ancient Greek (ISO grc). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Ancient Greek:

```
{
  ""translated_term"": ""Διγίτης Τέχναι"",
  ""translation_rationale"": ""The term 'Digital Humanities' can be broken down into its constituent parts. 'Digital' comes from the Greek word 'δίγμα' (dígrama), meaning 'something written or drawn', which is related to the verb 'γράφω' (graphō), meaning 'to write'. The suffix '-ίτης' (-ítēs) is a diminutive form, indicating something small or of a particular kind. 'Humanities' comes from the Latin word 'humanitas', but in Ancient Greek, we can use the term 'Τέχναι' (technai), which means 'arts' or 'sciences'. Therefore, the translation 'Διγίτης Τέχναι' combines the idea of digital writing with the concept of arts and sciences.""
}
```

Note: The pronunciation of Ancient Greek words may vary depending on the dialect and region. The above translation is based on the Attic dialect, which was widely used in ancient Greece.",llama3.1:latest,2026-05-11T04:08:03.915628Z,4438406375.0,68596875.0,40.0,75584833.0,235.0,4235622003.0,stop,Διγίτης Τέχναι,"The term 'Digital Humanities' can be broken down into its constituent parts. 'Digital' comes from the Greek word 'δίγμα' (dígrama), meaning 'something written or drawn', which is related to the verb 'γράφω' (graphō), meaning 'to write'. The suffix '-ίτης' (-ítēs) is a diminutive form, indicating something small or of a particular kind. 'Humanities' comes from the Latin word 'humanitas', but in Ancient Greek, we can use the term 'Τέχναι' (technai), which means 'arts' or 'sciences'. Therefore, the translation 'Διγίτης Τέχναι' combines the idea of digital writing with the concept of arts and sciences.",[],,,,False
grb,,Grebo,Digital Humanities,,2026-05-10 23:07:57,,,,,,"Translate 'Digital Humanities' into Grebo (ISO grb). Reply in JSON: {""translated_term"": ""..."", ""translation_rationale"": ""...""}","Here is the translation of ""Digital Humanities"" into Grebo:

```
{
  ""translated_term"": ""Bɔ́nɔ̀ kpaɣa"",
  ""translation_rationale"": ""The term 'Digital Humanities' has been translated to reflect its meaning in the context of the Grebo language. In Grebo, 'bɔ́nɔ̀' means 'new' or 'modern', and 'kpaɣa' means 'knowledge' or 'learning'. This translation aims to capture the essence of the Digital Humanities as a modern approach to studying and understanding human culture and knowledge through digital means.""
}
```

Note: The Grebo language is spoken in Liberia, West Africa. The translation provided is based on available linguistic resources and may not be universally accepted or used by all speakers of the language.",llama3.1:latest,2026-05-11T04:07:57.451018Z,2739056458.0,65727125.0,40.0,67291625.0,172.0,2563272004.0,stop,Bɔ́nɔ̀ kpaɣa,"The term 'Digital Humanities' has been translated to reflect its meaning in the context of the Grebo language. In Grebo, 'bɔ́nɔ̀' means 'new' or 'modern', and 'kpaɣa' means 'knowledge' or 'learning'. This translation aims to capture the essence of the Digital Humanities as a modern approach to studying and understanding human culture and knowledge through digital means.",[],,,,False
