language_code,language_name,local_name,iso639_1,iso639_2_t,iso639_2_b,scripts,script_codes,primary_script,primary_script_code,directionality,directionality_wikimedia,modern_language,is_official,n_scripts,in_iso639_1,in_iso639_2,in_wikimedia,is_group_iso639_2,sources,cldr_version,iso639_5_direct,iso639_5_family,family_name,subfamily_name,family_name_reconciled,coding_dh_date_added,coding_dh_date_last_seen,project_language_code,wikimedia_code,bcp47_tag,bcp47_source,bcp47_note,bcp47_is_project_code,service_code_candidates,google_nmt_code,google_nmt_supported,google_translation_llm_code,google_translation_llm_supported,family_name_reconciled_pre_review,family_name_reconciled_reviewed,family_review_source,family_review_notes,family_name_analysis,family_name_analysis_source
maf,Mafa,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,cdc,afa,Afro-Asiatic languages,Chadic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,maf,,maf,language_code,,True,maf,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
mag,Magahi,,,mag,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,mag,,mag,iso639_2_t,,True,mag,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mai,Maithili,,,mai,,Deva|Tirh,Deva|Tirh,Deva,Deva,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,mai,,mai,iso639_2_t,,True,mai,mai,True,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mak,Makasar,,,mak,,Latn|Bugi,Latn|Bugi,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mak,,mak,iso639_2_t,,True,mak,mak,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
man,Mandingo,官話/官话,,man,,Latn|Nkoo,Latn|Nkoo,Latn,Latn,ltr,ltr,True,False,2,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,man,man,man,iso639_2_t,,True,man,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
map-bms,Banyumasan,Basa Banyumasan,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,map-bms,map-bms,jv,grandfathered_fallback,Wikimedia/legacy code map-bms not in language_data IANA snapshot; mapped manually,False,jv|jav|jw|map-bms,jv,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mas,Masai,,,mas,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Nilotic,2026-04-22,2026-06-15,mas,,mas,iso639_2_t,,True,mas,,False,,False,Nilotic,Nilotic,family_reconciliation_reviewed:iso_glottolog_pair,,Nilotic,family_analysis_mapping_reviewed.csv
maz,Central Mazahua,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,cai,cai,Central American Indian languages,Central American Indian languages,Otomanguean,2026-04-22,2026-06-15,maz,,maz,language_code,,True,maz,,False,,False,Otomanguean,Otomanguean,family_reconciliation_reviewed:iso_glottolog_pair,,Otomanguean,family_analysis_mapping_reviewed.csv
mde,Maba,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Maban,2026-04-22,2026-06-15,mde,,mde,language_code,,True,mde,,False,,False,Maban,Maban,family_reconciliation_reviewed:iso_glottolog_pair,,Maban,family_analysis_mapping_reviewed.csv
mdf,Moksha,,,mdf,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,mdf,,mdf,iso639_2_t,,True,mdf,,False,,False,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
mdh,Maguindanaon,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mdh,,mdh,language_code,,True,mdh,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mdr,Mandar,,,mdr,,Latn|Bugi,Latn|Bugi,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mdr,,mdr,iso639_2_t,,True,mdr,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mdt,Mbere,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,mdt,,mdt,language_code,,True,mdt,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
men,Mende,,,men,,Latn|Mend,Latn|Mend,Latn,Latn,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Mande,2026-04-22,2026-06-15,men,,men,iso639_2_t,,True,men,,False,,False,Mande,Mande,family_reconciliation_reviewed:iso_glottolog_pair,,Mande,family_analysis_mapping_reviewed.csv
mer,Meru,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,mer,,mer,language_code,,True,mer,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
mey,Hassaniyya,,,,,Arab|Latn,Arab|Latn,Arab,Arab,rtl,,True,False,2,False,False,False,False,cldr,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-05-15,2026-06-15,mey,,mey,language_code,,True,mey,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
mfa,Pattani Malay,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mfa,,mfa,language_code,,True,mfa,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mfe,Morisyen,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,crp,crp,Creoles and pidgins,Creoles and pidgins,Creoles and pidgins,2026-04-22,2026-06-15,mfe,,mfe,language_code,,True,mfe,,False,,False,Creoles and pidgins,Creoles and pidgins,family_reconciliation_reviewed:iso_glottolog_pair,,Creoles and pidgins,family_analysis_mapping_reviewed.csv
mfv,Mandjak,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-05-15,2026-06-15,mfv,,mfv,language_code,,True,mfv,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
mg,Malagasy,Malagasy,mg,mlg,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mg,mg,mg,iso639_1,,True,mlg|mg,mg,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mga,"Irish, Middle (900-1200)",,,mga,,,,,,ltr,,True,False,0,False,True,False,False,loc_only,,cel,ine,Indo-European languages,Celtic languages,Indo-European languages,2026-04-22,2026-06-15,mga,,mga,iso639_2_t,,True,mga,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mgh,Makhuwa-Meetto,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,mgh,,mgh,language_code,,True,mgh,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
mgo,Metaʼ,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,mgo,,mgo,language_code,,True,mgo,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
mgp,Eastern Magar,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,mgp,,mgp,language_code,,True,mgp,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
mgy,Mbunga,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,mgy,,mgy,language_code,,True,mgy,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
mh,Marshallese,Kajin Majel / Ebon,mh,mah,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mh,mh,mh,iso639_1,,True,mah|mh,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mhn,Mòcheno,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,gem,ine,Indo-European languages,Germanic languages,Indo-European languages,2026-05-15,2026-06-15,mhn,,mhn,language_code,,True,mhn,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mi,Māori,Māori,mi,mri,mao,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mi,mi,mi,iso639_1,,True,mri|mi|mao,mi,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mic,Mi'kmaw,,,mic,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,alg,nai,North American Indian languages,Algonquian languages,Algic,2026-04-22,2026-06-15,mic,,mic,iso639_2_t,,True,mic,,False,,False,Algic,Algic,family_reconciliation_reviewed:iso_glottolog_pair,,Algic,family_analysis_mapping_reviewed.csv
min,Minangkabau,Minangkabau,,min,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,min,min,min,iso639_2_t,,True,min,min,True,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mk,Macedonian,Македонски,mk,mkd,mac,Cyrl,Cyrl,Cyrl,Cyrl,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sla,ine,Indo-European languages,Slavic languages,Indo-European languages,2026-04-22,2026-06-15,mk,mk,mk,iso639_1,,True,mk|mkd|mac,mk,True,mk,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
ml,Malayalam,മലയാളം,ml,mal,,Mlym,Mlym,Mlym,Mlym,ltr,ltr,True,False,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,dra,dra,Dravidian languages,Dravidian languages,Dravidian languages,2026-04-22,2026-06-15,ml,ml,ml,iso639_1,,True,mal|ml,ml,True,ml,True,Dravidian languages,Dravidian languages,pre_review_reconciled,,Dravidian languages,family_analysis_mapping_reviewed.csv
mls,Masalit,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Maban,2026-04-22,2026-06-15,mls,,mls,language_code,,True,mls,,False,,False,Maban,Maban,family_reconciliation_reviewed:iso_glottolog_pair,,Maban,family_analysis_mapping_reviewed.csv
mn,Mongolian,Монгол,mn,mon,,Cyrl|Mong|Phag,Cyrl|Mong|Phag,Cyrl,Cyrl,ltr,ltr,True,True,3,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,xgn,tut,Altaic languages,Mongolian languages,Altaic languages,2026-04-22,2026-06-15,mn,mn,mn,iso639_1,,True,drh|mon|mn,mn,True,mn,True,Altaic languages,Altaic languages,pre_review_reconciled,,Altaic languages,family_analysis_mapping_reviewed.csv
mnc,Manchu,,,mnc,,Mong,Mong,Mong,Mong,ltr,,False,False,1,False,True,False,False,cldr|iso639_2,48.2.0,tut,tut,Altaic languages,Altaic languages,Tungusic,2026-04-22,2026-06-15,mnc,,mnc,iso639_2_t,,True,mnc,,False,,False,Tungusic,Tungusic,family_reconciliation_reviewed:iso_glottolog_pair,,Tungusic,family_analysis_mapping_reviewed.csv
mni,Manipuri,,,mni,,Beng|Mtei,Beng|Mtei,Beng,Beng,ltr,,True,False,2,False,True,False,False,cldr|iso639_2,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,mni,,mni,iso639_2_t,,True,mni,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
mns,Mansi,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,mns,,mns,language_code,,True,mns,,False,,False,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
mnw,Mon,,,,,Mymr,Mymr,Mymr,Mymr,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,aav,aav,Austro-Asiatic languages,Austro-Asiatic languages,Austro-Asiatic languages,2026-04-22,2026-06-15,mnw,,mnw,language_code,,True,mnw,,False,,False,Austro-Asiatic languages,Austro-Asiatic languages,family_reconciliation_reviewed:iso_glottolog_pair,,Austro-Asiatic languages,family_analysis_mapping_reviewed.csv
mo,Moldovan,Moldovenească,mo,,,,,,,ltr,ltr,True,False,0,True,False,True,False,wikimedia_only|iso639_1,,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,mo,mo,ro,iso639_1,,False,mo|rum|ron|ro,ro,True,ro,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
moe,Innu-aimun,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,alg,nai,North American Indian languages,Algonquian languages,Algic,2026-04-22,2026-06-15,moe,,moe,language_code,,True,moe,,False,,False,Algic,Algic,family_reconciliation_reviewed:iso_glottolog_pair,,Algic,family_analysis_mapping_reviewed.csv
moh,Mohawk,,,moh,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nai,nai,North American Indian languages,North American Indian languages,Iroquoian,2026-04-22,2026-06-15,moh,,moh,iso639_2_t,,True,moh,,False,,False,Iroquoian,Iroquoian,family_reconciliation_reviewed:iso_glottolog_pair,,Iroquoian,family_analysis_mapping_reviewed.csv
mos,Mossi,,,mos,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Atlantic-Congo,2026-04-22,2026-06-15,mos,,mos,iso639_2_t,,True,mos,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
mr,Marathi,मराठी,mr,mar,,Deva|Modi,Deva|Modi,Deva,Deva,ltr,ltr,True,False,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,mr,mr,mr,iso639_1,,True,mr|mar,mr,True,mr,True,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mrd,Western Magar,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,mrd,,mrd,language_code,,True,mrd,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
mrh,Mara,Mara,,,,,,,,ltr,ltr,True,False,0,False,False,True,False,wikimedia_only,,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,mrh,mrh,mrh,language_code,,True,mrh,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
mrj,Western Mari,,,,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,mrj,,mrj,language_code,,True,mrj,,False,,False,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
mro,Mru,,,,,Latn|Mroo,Latn|Mroo,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,mro,,mro,language_code,,True,mro,,False,,False,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
ms,Malay,Bahasa Melayu,ms,msa,may,Latn|Arab,Latn|Arab,Latn,Latn,ltr,ltr,True,True,2,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,ms,ms,ms,iso639_1,,True,ms|msa|may,ms,True,ms,True,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mt,Maltese,bil-Malti,mt,mlt,,Latn,Latn,Latn,Latn,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,mt,mt,mt,iso639_1,,True,mt|mlt,mt,True,mt,True,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
mtr,Mewari,,,,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,mtr,,mtr,language_code,,True,mtr,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mua,Mundang,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,ssa,ssa,Nilo-Saharan languages,Nilo-Saharan languages,Atlantic-Congo,2026-04-22,2026-06-15,mua,,mua,language_code,,True,mua,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
mus,Muscogee,Mvskoke,,mus,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,nai,nai,North American Indian languages,North American Indian languages,Muskogean,2026-04-22,2026-06-15,mus,mus,mus,iso639_2_t,,True,mus,,False,,False,Muskogean,Muskogean,family_reconciliation_reviewed:iso_glottolog_pair,,Muskogean,family_analysis_mapping_reviewed.csv
mvy,Indus Kohistani,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,mvy,,mvy,language_code,,True,mvy,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mwk,Kita Maninkakan,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,nic,nic,Niger-Kordofanian languages,Niger-Kordofanian languages,Mande,2026-04-22,2026-06-15,mwk,,mwk,language_code,,True,mwk,,False,,False,Mande,Mande,family_reconciliation_reviewed:iso_glottolog_pair,,Mande,family_analysis_mapping_reviewed.csv
mwl,Mirandese,Mirandés,,mwl,,Latn,Latn,Latn,Latn,ltr,ltr,True,False,1,False,True,True,False,cldr|iso639_2|wikimedia,48.2.0,roa,ine,Indo-European languages,Romance languages,Indo-European languages,2026-04-22,2026-06-15,mwl,mwl,mwl,iso639_2_t,,True,mwl,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mwr,Marwari,,,mwr,,Deva,Deva,Deva,Deva,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,inc,ine,Indo-European languages,Indo-Aryan languages,Indo-European languages,2026-04-22,2026-06-15,mwr,,mwr,iso639_2_t,,True,mwr,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
mwv,Mentawai,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,map,map,Austronesian languages,Austronesian languages,Austronesian languages,2026-04-22,2026-06-15,mwv,,mwv,language_code,,True,mwv,,False,,False,Austronesian languages,Austronesian languages,pre_review_reconciled,,Austronesian languages,family_analysis_mapping_reviewed.csv
mww,Hmong Daw,,,,,Latn|Hmnp,Latn|Hmnp,Latn,Latn,ltr,,True,False,2,False,False,False,False,cldr,48.2.0,hmx,hmx,Hmong-Mien languages,Hmong-Mien languages,Hmong-Mien languages,2026-05-15,2026-06-15,mww,,mww,language_code,,True,mww,,False,,False,Hmong-Mien languages,Hmong-Mien languages,pre_review_reconciled,,Hmong-Mien languages,family_analysis_mapping_reviewed.csv
mxc,Manyika,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,mxc,,mxc,language_code,,True,mxc,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
my,Burmese,Myanmasa,my,mya,bur,Mymr,Mymr,Mymr,Mymr,ltr,ltr,True,True,1,True,True,True,False,cldr|iso639_1|iso639_2|wikimedia,48.2.0,sit,sit,Sino-Tibetan languages,Sino-Tibetan languages,Sino-Tibetan languages,2026-04-22,2026-06-15,my,my,my,iso639_1,,True,bur|mya|my,my,True,my,True,Sino-Tibetan languages,Sino-Tibetan languages,pre_review_reconciled,,Sino-Tibetan languages,family_analysis_mapping_reviewed.csv
mye,Myene,,,,,,,,,ltr,,True,True,0,False,False,False,False,cldr_v45,45,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,mye,,mye,language_code,,True,mye,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
myv,Erzya,,,myv,,Cyrl,Cyrl,Cyrl,Cyrl,ltr,,True,False,1,False,True,False,False,cldr|iso639_2,48.2.0,fiu,urj,Uralic languages,Finno-Ugrian languages,Uralic languages,2026-04-22,2026-06-15,myv,,myv,iso639_2_t,,True,myv,,False,,False,Uralic languages,Uralic languages,pre_review_reconciled,,Uralic languages,family_analysis_mapping_reviewed.csv
myx,Masaaba,,,,,Latn,Latn,Latn,Latn,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,bnt,nic,Niger-Kordofanian languages,Bantu languages,Atlantic-Congo,2026-04-22,2026-06-15,myx,,myx,language_code,,True,myx,,False,,False,Atlantic-Congo,Atlantic-Congo,family_reconciliation_reviewed:iso_glottolog_pair,,Atlantic-Congo,family_analysis_mapping_reviewed.csv
myz,Classical Mandaic,,,,,Mand,Mand,Mand,Mand,ltr,,True,False,1,False,False,False,False,cldr,48.2.0,sem,afa,Afro-Asiatic languages,Semitic languages,Afro-Asiatic languages,2026-04-22,2026-06-15,myz,,myz,language_code,,True,myz,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
mzb,Tumzabt,,,,,Arab|Latn,Arab|Latn,Arab,Arab,rtl,,True,False,2,False,False,False,False,cldr,48.2.0,ber,afa,Afro-Asiatic languages,Berber languages,Afro-Asiatic languages,2026-05-15,2026-06-15,mzb,,mzb,language_code,,True,mzb,,False,,False,Afro-Asiatic languages,Afro-Asiatic languages,pre_review_reconciled,,Afro-Asiatic languages,family_analysis_mapping_reviewed.csv
mzn,Mazanderani,,,,,Arab,Arab,Arab,Arab,rtl,,True,False,1,False,False,False,False,cldr,48.2.0,ira,ine,Indo-European languages,Iranian languages,Indo-European languages,2026-04-22,2026-06-15,mzn,,mzn,language_code,,True,mzn,,False,,False,Indo-European languages,Indo-European languages,pre_review_reconciled,,Indo-European languages,family_analysis_mapping_reviewed.csv
