"language_code","language_name","term_source","enmt_translated_term","term","wikipedia_translated_term","coding_dh_date","exclude_google_cloud_translate","gt_translated_term","exclude_easynmt","family_name"
"myv","Erzya","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"was","Washo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"br","Breton","Digital Humanities","","","","2026-04-19 16:24:26","False","Skiantoù mab-den niverel","True","Indo-European languages"
"zap","Zapotec","Digital Humanities","","","","2026-04-19 16:24:26","","","","Central American Indian languages"
"hdn","Northern Haida","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"hit","Hittite","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mer","Meru","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ndc","Ndau","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ttt","Muslim Tat","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"hsn","Xiang Chinese","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"fur","Friulian","Digital Humanities","","","","2026-04-19 16:24:26","False","Lis siencis umanis digjitâls","True","Indo-European languages"
"mwr","Marwari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"nmg","Kwasio","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"xsr","Sherpa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"tpi","Tok Pisin","Digital Humanities","Ol Samting Ol Man i Mekim","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"raj","Rajasthani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"pqm","Maliseet-Passamaquoddy","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"as","Assamese","Digital Humanities","","","","2026-04-19 16:24:26","False","ডিজিটেল মানৱীয় বিজ্ঞান","True","Indo-European languages"
"gba","Gbaya","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"hil","Hiligaynon","Digital Humanities","Digital Humanity","","","2026-04-19 16:24:26","","","","Austronesian languages"
"tl","Tagalog","Digital Humanities","Digital na mga Tao","","","2026-04-19 16:24:26","","","","Austronesian languages"
"mwk","Kita Maninkakan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"hif","Fiji Hindi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mye","Myene","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"mos","Mossi","Digital Humanities","SẼN BE SEBRÃ PƲGẼ ME","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"mfe","Morisyen","Digital Humanities","BANN LARTIK L'ETUDE","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"lep","Lepcha","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"haz","Hazaragi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kxp","Wadiyara Koli","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"hop","Hopi","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"naq","Nama","Digital Humanities","","","","2026-04-19 16:24:26","","","","Khoisan languages"
"non","Old Norse","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"hup","Hupa","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"lfn","Lingua Franca Nova","Digital Humanities","","","","2026-04-19 16:24:26","","","","Artificial languages"
"saz","Saurashtra","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lab","Linear A","Digital Humanities","","","","2026-04-19 16:24:26","","","","Undeciphered script"
"hnd","Southern Hindko","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"khq","Koyra Chiini","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"mrj","Western Mari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"lcp","Western Lawa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"gmh","Middle High German","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lif","Limbu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"lez","Lezghian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Caucasian languages"
"noe","Nimadi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lil","Lillooet","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"gag","Gagauz","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"nov","Novial","Digital Humanities","","","","2026-04-19 16:24:26","","","","Artificial languages"
"mni","Manipuri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"grt","Garo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"kbd","Kabardian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Caucasian languages"
"hnj","Hmong Njua","Digital Humanities","","","","2026-04-19 16:24:26","","","","Hmong-Mien languages"
"jrb","Judeo-Arabic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"nus","Nuer","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"krc","Karachay-Balkar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"nod","Northern Thai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Tai languages"
"syl","Sylheti","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"shu","Chadian Arabic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"lah","Western Panjabi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kfr","Kachhi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mtr","Mewari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"hne","Chhattisgarhi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"gwi","Gwichʼin","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"kln","Kalenjin","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"mzn","Mazanderani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lmn","Lambadi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"fiu-vro","Võro","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Uralic languages"
"ibb","Ibibio","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"iba","Iban","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"gjk","Kachi Koli","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kxv","Kuvi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Dravidian languages"
"zg","Moroccan Amazigh","Digital Humanities","","","","2026-04-19 16:24:26","","","","Unclassified"
"sus","Susu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"rup","Aromanian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mnw","Mon","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"hoc","Ho","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"rmu","Tavringer Romani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mls","Masalit","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"teo","Teso","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"lbw","Tolaki","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"nyn","Nyankole","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kvr","Kerinci","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"hoj","Hadothi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"sdc","Sassarese Sardinian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ike","Eastern Canadian Inuktitut","Digital Humanities","","","","2026-04-19 16:24:26","","","","Eskimo-Aleut languages"
"nog","Nogai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"guc","Wayuu","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"nnh","Ngiemboon","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"mns","Mansi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"io","Ido","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Artificial languages"
"yua","Yucateco","Digital Humanities","","","","2026-04-19 16:24:26","","","","Central American Indian languages"
"saq","Samburu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"ife","Ifè","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"zza","Zaza","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"bxr","Buriat (Russia)","Digital Humanities","","","","2026-04-19 16:24:26","False","Тоон гуманитарна эрдэмүүд","True","Altaic languages"
"lis","Lisu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"nch","Central Huasteca Nahuatl","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"tts","Northeastern Thai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Tai languages"
"myz","Classical Mandaic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"tig","Tigre","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"kxm","Northern Khmer","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"brx","Boro","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"mwv","Mentawai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"thl","Dangaura Tharu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mic","Mi'kmaw","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"ikt","Western Canadian Inuktitut","Digital Humanities","","","","2026-04-19 16:24:26","","","","Eskimo-Aleut languages"
"kaw","Kawi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"zun","Zuni","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"sga","Old Irish","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tdd","Tai Nüa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Tai languages"
"tab","Tabassaran","Digital Humanities","","","","2026-04-19 16:24:26","","","","Caucasian languages"
"xnr","Kangri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"mgy","Mbunga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"xav","Xavánte","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"mxc","Manyika","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"izh","Ingrian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"kpe","Kpelle","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"hak","Hakka Chinese","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Sino-Tibetan languages"
"srx","Sirmauri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tli","Tlingit","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"srr","Serer","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"unx","Munda","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"thr","Rana Tharu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tmh","Tamashek","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"rof","Rombo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"wbp","Warlpiri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Australian languages"
"sxn","Sangir","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"als","Alemannic","Digital Humanities","","","","2026-04-19 16:24:26","False","Shkencat Humane Dixhitale","True","Indo-European languages"
"srb","Sora","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"mdf","Moksha","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"my","Burmese","Digital Humanities","","","","2026-04-19 16:24:26","False","ဒစ်ဂျစ်တယ် လူသားပညာ","True","Sino-Tibetan languages"
"na","Nauru","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Austronesian languages"
"mfa","Pattani Malay","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"xlc","Lycian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kfo","Koro","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"oka","Okanagan","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"bpy","Bishnupriya Manipuri","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"lol","Mongo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"arc","Aramaic","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Afro-Asiatic languages"
"lbe","Lak","Digital Humanities","","","","2026-04-19 16:24:26","","","","Caucasian languages"
"kck","Kalanga","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"nb","Norwegian Bokmål","Digital Humanities","","","","2026-04-19 16:24:26","False","Digital humaniora","True","Indo-European languages"
"uli","Ulithian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"es","Spanish; Castilian","Digital Humanities","Humanidades digitales","","","2026-04-19 16:24:26","","","","Indo-European languages"
"skr","Saraiki","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kam","Kamba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"trv","Taroko","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"jmc","Machame","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kac","Kachin","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"pnt","Pontic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rue","Rusyn","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"kde","Makonde","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ss","Swati","Digital Humanities","Imibono Lemayelana Nendzawo Tabantfu","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"suk","Sukuma","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"nso","Northern Sotho","Digital Humanities","Ditekanyo tša Batho","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"uk","Ukrainian","Digital Humanities","Цифрові гуманітарні дані","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ho","Hiri Motu","Digital Humanities","NOVEMBER 3 - 5","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"nhw","Western Huasteca Nahuatl","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"xna","Ancient North Arabian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"puu","Punu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"trw","Torwali","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tht","Tahltan","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"pko","Pökoot","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"sou","Southern Thai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Tai languages"
"ota","Turkish, Ottoman (1500-1928)","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"xh","Xhosa","Digital Humanities","Ubuntu bamanani","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"phn","Phoenician","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"bh","Bihari","Digital Humanities","","","","2026-04-19 16:24:26","False","डिजिटल मानविकी के बारे में बतावल गइल बा","True","Indo-European languages"
"ba","Bashkir","Digital Humanities","","","","2026-04-19 16:24:26","False","Һанлы гуманитар фәндәр","True","Altaic languages"
"sgs","Samogitian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rtm","Rotuman","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"sat","Santali","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"jam","Jamaican Creole English","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"pdt","Plautdietsch","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"guz","Gusii","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kpy","Koryak","Digital Humanities","","","","2026-04-19 16:24:26","","","","Chukotko-Kamchatkan languages"
"gvr","Gurung","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"hai","Haida","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"osa","Osage","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"lam","Lamba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"dsb","Lower Sorbian","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"sei","Seri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"xmn","Manichaean Middle Persian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"khw","Khowar","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"bcl","Bikol","Digital Humanities","Mga Pag - eksister nin Tawo","","","2026-04-19 16:24:26","","","","Austronesian languages"
"mus","Creek / Muskogee","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","North American Indian languages"
"kw","Cornish","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"bug","Buginese","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Austronesian languages"
"gaa","Ga","Digital Humanities","Nibii ni Haa Mɔ Tsui Nyɔɔ Emli ni Haa Mɔ Tsui Nyɔɔ Emli","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"ru","Russian","Digital Humanities","Цифровые гуманитарные науки","","","2026-04-19 16:24:26","","","","Indo-European languages"
"bi","Bislama","Digital Humanities","Ol Fasin Blong Man We Oli No Isi","","","2026-04-19 16:24:26","","","","Austronesian languages"
"gld","Nanai","Digital Humanities","","","","2026-04-19 16:24:26","","","","Altaic languages"
"taj","Eastern Tamang","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"tem","Timne","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"luy","Luyia","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kn","Kannada","Digital Humanities","","","","2026-04-19 16:24:26","False","ಡಿಜಿಟಲ್ ಮಾನವಿಕಗಳು","True","Dravidian languages"
"ryu","Central Okinawan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Japanese languages"
"mvy","Indus Kohistani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"lb","Luxembourgish","Digital Humanities","","","","2026-04-19 16:24:26","False","Digital Humanities","True","Indo-European languages"
"lv","Latvian","Digital Humanities","","","","2026-04-19 16:24:26","False","Digitālās humanitārās zinātnes","True","Indo-European languages"
"kjg","Khmu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"nap","Neapolitan","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"nds-nl","Dutch Low Saxon","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"byn","Blin","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"lag","Langi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"tn","Tswana","Digital Humanities","Batho ba ba Itshekileng","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"kea","Kabuverdianu","Digital Humanities","","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"mgp","Eastern Magar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"rom","Romany","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"sn","Shona","Digital Humanities","Vanhu Vanogutsikana","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"hmd","Large Flowery Miao","Digital Humanities","","","","2026-04-19 16:24:26","","","","Hmong-Mien languages"
"dv","Divehi; Maldivian;","Digital Humanities","","","","2026-04-19 16:24:26","False","ދިރާގު ހިއުމަނިޓީސް އެވެ","True","Indo-European languages"
"jv","Javanese","Digital Humanities","","","","2026-04-19 16:24:26","False","Humaniora Digital","True","Austronesian languages"
"kr","Kanuri","Digital Humanities","","","","2026-04-19 16:24:26","False","Ilmu adamganabe zamanbe","True","Nilo-Saharan languages"
"awa","Awadhi","Digital Humanities","","","","2026-04-19 16:24:26","False","डिजिटल मानविकी","True","Indo-European languages"
"pro","Old Provençal","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tdg","Western Tamang","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"kab","Kabyle","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"slh","Southern Lushootseed","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"ses","Koyraboro Senni","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"vmf","Main-Franconian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ksf","Bafia","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"sux","Sumerian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"ne","Nepali","Digital Humanities","","","","2026-04-19 16:24:26","False","डिजिटल मानविकी","True","Indo-European languages"
"new","Newar","Digital Humanities","","","","2026-04-19 16:24:26","False","डिजिटल मानविकी","True","Sino-Tibetan languages"
"laj","Lango (Uganda)","Digital Humanities","","","","2026-04-19 16:24:26","","","","Nilo-Saharan languages"
"saf","Safaliba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"sq","Albanian","Digital Humanities","Humanitetet Dixhitale","","","2026-04-19 16:24:26","","","","Indo-European languages"
"krj","Kinaray-a","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"mh","Marshallese","Digital Humanities","Ta ko Rej Wal̦o̦k ñan Armej?","","","2026-04-19 16:24:26","","","","Austronesian languages"
"kgp","Kaingang","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"tvl","Tuvalu","Digital Humanities","Mea Kolā e ‵ Tau o ‵ Saga Tonu Atu ki ei a Tino","","","2026-04-19 16:24:26","","","","Austronesian languages"
"snk","Soninke","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"sid","Sidamo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"ii","Nuosu","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Sino-Tibetan languages"
"vep","Veps","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"gbm","Garhwali","Digital Humanities","","","","2026-04-19 16:24:26","True","","True","Indo-European languages"
"sly","Selayar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"qug","Chimborazo Highland Quichua","Digital Humanities","","","","2026-04-19 16:24:26","","","","South American Indian languages"
"xmr","Meroitic","Digital Humanities","","","","2026-04-19 16:24:26","","","","Language isolate"
"szl","Silesian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rmt","Domari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"xcr","Carian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"nr","South Ndebele","Digital Humanities","","","","2026-04-19 16:24:26","False","I-Digital Humanities","True","Niger-Kordofanian languages"
"rjs","Rajbanshi","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"tru","Turoyo","Digital Humanities","","","","2026-04-19 16:24:26","","","","Afro-Asiatic languages"
"rej","Rejang","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"sma","Southern Sami","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"wbq","Waddar","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"quc","Kʼicheʼ","Digital Humanities","","","","2026-04-19 16:24:26","","","","Central American Indian languages"
"co","Corsican","Digital Humanities","","","","2026-04-19 16:24:26","False","Umanità Digitale","True","Indo-European languages"
"lwl","Eastern Lawa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"rkt","Rangpuri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"prd","Parsi-Dari","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"bo","Tibetan","Digital Humanities","","","","2026-04-19 16:24:26","False","གྲངས་འཛིན་མི་ཆོས་རིག་པ།","True","Sino-Tibetan languages"
"vi","Vietnamese","Digital Humanities","Hệ bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình bình đẳng","","","2026-04-19 16:24:26","","","","Austro-Asiatic languages"
"tsi","Tsimshian","Digital Humanities","","","","2026-04-19 16:24:26","","","","North American Indian languages"
"xld","Lydian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"smj","Lule Sami","Digital Humanities","","","","2026-04-19 16:24:26","","","","Uralic languages"
"ria","Riang (India)","Digital Humanities","","","","2026-04-19 16:24:26","","","","Sino-Tibetan languages"
"pfl","Palatine German","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rmo","Sinte Romani","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"vmw","Makhuwa","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"pon","Pohnpeian","Digital Humanities","IREN ONOP KAN","","","2026-04-19 16:24:26","","","","Austronesian languages"
"pis","Pijin","Digital Humanities","Protectim Olketa Man","","","2026-04-19 16:24:26","","","","Creoles and pidgins"
"sck","Sadri","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"ybb","Yemba","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"sli","Lower Silesian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Indo-European languages"
"rar","Rarotongan","Digital Humanities","","","","2026-04-19 16:24:26","","","","Austronesian languages"
"zdj","Ngazidja Comorian","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
"seh","Sena","Digital Humanities","","","","2026-04-19 16:24:26","","","","Niger-Kordofanian languages"
