language_code,language_name,term_source,lingvanex_translated_term,term,wikipedia_translated_term,coding_dh_date,exclude_google_cloud_translate,gt_translated_term,exclude_easynmt,enmt_translated_term,exclude_lingvanex,family_name
kyu,Western Kayah,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
xpr,Parthian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
nyn,Nyankole,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
new,Newar,Digital Humanities,,,,2026-04-19 16:24:50,False,डिजिटल मानविकी,True,,True,Sino-Tibetan languages
hop,Hopi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
gvr,Gurung,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
rcf,Réunion Creole French,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
ife,Ifè,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
puu,Punu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
gos,Gronings,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
gur,Frafra,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
syl,Sylheti,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ln,Lingala,Digital Humanities,,,,2026-04-19 16:24:50,False,Humanités numériques,False,Biloko oyo bato bazali na yango,True,Niger-Kordofanian languages
hmd,Large Flowery Miao,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Hmong-Mien languages
mnc,Manchu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
cwd,Woods Cree,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
sbp,Sangu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
shi,Tachelhit,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
ojw,Western Ojibwa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
lun,Lunda,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
yao,Yao,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
gld,Nanai,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
ndc,Ndau,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
li,Limburgish,Digital Humanities,,,,2026-04-19 16:24:50,False,Digitale geestesweitesjappe,True,,True,Indo-European languages
glk,Gilaki,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
nus,Nuer,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
mrj,Western Mari,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
krj,Kinaray-a,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
taj,Eastern Tamang,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
mos,Mossi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
kvx,Parkari Koli,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
gjk,Kachi Koli,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
zu,Zulu,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
nmg,Kwasio,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
mga,"Irish, Middle (900-1200)",Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
kln,Kalenjin,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
gor,Gorontalo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
ay,Aymara,Digital Humanities,,,,2026-04-19 16:24:50,False,Humanidades Digitales uka tuqit yatxataña,True,,True,South American Indian languages
hsn,Xiang Chinese,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
tcy,Tulu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Dravidian languages
mnw,Mon,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austro-Asiatic languages
bat-smg,Samogitian,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
lou,Louisiana Creole,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
kht,Khamti,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
njo,Ao Naga,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
mye,Myene,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
vro,Võro,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
jmc,Machame,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
hoc,Ho,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austro-Asiatic languages
dyu,Dyula,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
kfr,Kachhi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
tdg,Western Tamang,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
kiu,Kirmanjki,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
moe,Innu-aimun,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
smn,Inari Sami,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
sms,Skolt Sami,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
saq,Samburu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
tem,Timne,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
gbz,Zoroastrian Dari,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
din,Dinka,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
hur,Halkomelem,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
av,Avaric,Digital Humanities,,,,2026-04-19 16:24:50,False,Цифралъулал гуманитариялин абулел,True,,True,Caucasian languages
hif,Fiji Hindi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
mdf,Moksha,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
mzn,Mazanderani,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
khn,Khandesi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
kaa,Kara-Kalpak,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
bar,Bavarian,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
kxp,Wadiyara Koli,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
srx,Sirmauri,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
den,Slave,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
gl,Galician,Digital Humanities,Humanidades Dixitais,,,2026-04-19 16:24:50,,,,,,Indo-European languages
bcl,Bikol,Digital Humanities,,,,2026-04-19 16:24:50,False,Digital Humanities,False,Mga Pag - eksister nin Tawo,True,Austronesian languages
krc,Karachay-Balkar,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
kjg,Khmu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austro-Asiatic languages
gub,Guajajára,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,South American Indian languages
tce,Southern Tutchone,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
gu,Gujarati,Digital Humanities,ડિજિટલ માનવતા,,,2026-04-19 16:24:50,,,,,,Indo-European languages
mls,Masalit,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
zap,Zapotec,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Central American Indian languages
jgo,Ngomba,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
la,Latin,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Indo-European languages
zag,Zaghawa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
mgo,Metaʼ,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
lab,Linear A,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Undeciphered script
hak,Hakka Chinese,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Sino-Tibetan languages
mag,Magahi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
tgx,Tagish,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
lcp,Western Lawa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austro-Asiatic languages
mdr,Mandar,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
gju,Gujari,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
noe,Nimadi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
gcr,Guianese Creole French,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
yrl,Nheengatu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,South American Indian languages
mni,Manipuri,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
ak,Akan,Digital Humanities,,,,2026-04-19 16:24:50,False,Digitals Nnipa Ho Adesua,True,,True,Niger-Kordofanian languages
ks,Kashmiri,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
ang,Anglo-Saxon / Old English,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
vic,Virgin Islands Creole English,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
hup,Hupa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
ike,Eastern Canadian Inuktitut,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Eskimo-Aleut languages
kwk,Kwakʼwala,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
rue,Rusyn,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
tr,Turkish,Digital Humanities,Dijital Beşeri Bilimler,,,2026-04-19 16:24:50,,,,,,Altaic languages
gn,Guaraní,Digital Humanities,,,,2026-04-19 16:24:50,False,Humanidades Digitales rehegua,True,,True,South American Indian languages
nwc,Classical Newari,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
lb,Luxembourgish,Digital Humanities,Digital Geeschteswëssenschaft,,,2026-04-19 16:24:50,,,,,,Indo-European languages
seh,Sena,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
man,Mandarin,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Sino-Tibetan languages
dcc,Deccan,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
yap,Yapese,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
wuu,Wu Chinese,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
vot,Votic,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
jrb,Judeo-Arabic,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
kum,Kumyk,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
vmf,Main-Franconian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
lam,Lamba,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
ceb,Cebuano,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Austronesian languages
lil,Lillooet,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
lfn,Lingua Franca Nova,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Artificial languages
xcr,Carian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
zea,Zeelandic,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
xum,Umbrian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
kpy,Koryak,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Chukotko-Kamchatkan languages
wls,Wallisian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
rhg,Rohingya,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
fj,Fijian,Digital Humanities,,,,2026-04-19 16:24:50,False,Digitaki ni tamata,False,Cata na iTovo ni Tamata,True,Austronesian languages
ses,Koyraboro Senni,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
hai,Haida,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Language isolate
swb,Comorian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
kvr,Kerinci,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
vun,Vunjo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
lui,Luiseno,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
kj,"Kwanyama, Kuanyama",Digital Humanities,,,,2026-04-19 16:24:50,True,,False,Kala u na etaleko liwa li na sha novanhu,True,Niger-Kordofanian languages
ada,Adangme,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
zg,Moroccan Amazigh,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Unclassified
aa,Afar,Digital Humanities,,,,2026-04-19 16:24:50,False,Xiyitaal Sehdaytiino,True,,True,Afro-Asiatic languages
en,English,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Indo-European languages
fuq,Central-Eastern Niger Fulfulde,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
zen,Zenaga,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
mo,Moldovan,Digital Humanities,,,,2026-04-19 16:24:50,False,Științe Umaniste Digitale,True,,True,Indo-European languages
be-x-old,Belarusian (Taraškievica),Digital Humanities,,,,2026-04-19 16:24:50,False,Лічбавыя гуманітарныя навукі,True,,True,Indo-European languages
got,Gothic,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
tkr,Tsakhur,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Caucasian languages
bm,Bambara,Digital Humanities,,,,2026-04-19 16:24:50,False,Hadamadenw ka dɔnniya nimɔrɔma,True,,True,Niger-Kordofanian languages
et,Estonian,Digital Humanities,Digitaalhumanitaaria,,,2026-04-19 16:24:50,,,,,,Uralic languages
mrh,Mara,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Sino-Tibetan languages
min,Minangkabau,Digital Humanities,,,,2026-04-19 16:24:50,False,Kamanusiaan Digital,True,,True,Austronesian languages
lan,Lango,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Nilo-Saharan languages
lad,Ladino / Judeo-Spanish,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
fy,Western Frisian,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Indo-European languages
otk,Old Turkish,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
kmb,Kimbundu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
bs,Bosnian,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Indo-European languages
bn,Bengali,Digital Humanities,ডিজিটাল মানবিক,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ho,Hiri Motu,Digital Humanities,,,,2026-04-19 16:24:50,True,,False,NOVEMBER 3 - 5,True,Creoles and pidgins
tzm,Central Atlas Tamazight,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
rar,Rarotongan,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
grb,Grebo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
map-bms,Banyumasan,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Austronesian languages
bo,Tibetan,Digital Humanities,,,,2026-04-19 16:24:50,False,གྲངས་འཛིན་མི་ཆོས་རིག་པ།,True,,True,Sino-Tibetan languages
sba,Ngambay,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
sat,Santali,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austro-Asiatic languages
sus,Susu,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
str,Straits Salish,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
loz,Lozi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
bhb,Bhili,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
br,Breton,Digital Humanities,,,,2026-04-19 16:24:50,False,Skiantoù mab-den niverel,True,,True,Indo-European languages
lut,Lushootseed,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
mus,Creek / Muskogee,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,North American Indian languages
sdh,Southern Kurdish,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
rug,Roviana,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
sog,Sogdian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
fa,Persian,Digital Humanities,علوم انسانی دیجیتال,,,2026-04-19 16:24:50,,,,,,Indo-European languages
wbp,Warlpiri,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Australian languages
arc,Aramaic,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Afro-Asiatic languages
lij,Ligurian,Digital Humanities,,,,2026-04-19 16:24:50,False,Sciense umañe digitale,True,,True,Indo-European languages
jut,Jutish,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
xav,Xavánte,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,South American Indian languages
sli,Lower Silesian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
mh,Marshallese,Digital Humanities,,,,2026-04-19 16:24:50,False,Digital Humanities,False,Ta ko Rej Wal̦o̦k ñan Armej?,True,Austronesian languages
saf,Safaliba,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
rup,Aromanian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
pcm,Nigerian Pidgin,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
hi,Hindi,Digital Humanities,डिजिटल मानविकी,,,2026-04-19 16:24:50,,,,,,Indo-European languages
gd,Scottish Gaelic,Digital Humanities,Daonnachdan Didseatach,,,2026-04-19 16:24:50,,,,,,Indo-European languages
rw,Kinyarwanda,Digital Humanities,Ubumuntu bwa Digital,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
tyv,Tuvinian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Altaic languages
diq,Dimli,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
ii,Nuosu,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Sino-Tibetan languages
yi,Yiddish,Digital Humanities,דיגיטאַל הומאַניטיעס,,,2026-04-19 16:24:50,,,,,,Indo-European languages
az,Azerbaijani,Digital Humanities,Rəqəmsal humanitar elmlər,,,2026-04-19 16:24:50,,,,,,Altaic languages
mwl,Mirandese,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
na,Nauru,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Austronesian languages
gom,Goan Konkani,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
dtm,Tomo Kan Dogon,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
fat,Fanti,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
gmh,Middle High German,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
lmn,Lambadi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ast,Asturian,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
ng,Ndonga,Digital Humanities,,,,2026-04-19 16:24:50,True,,False,Omithikampango dhaantu odha li hadhi ningitha aantu ya kale ye na ekwatathano ewanawa,True,Niger-Kordofanian languages
dz,Dzongkha,Digital Humanities,,,,2026-04-19 16:24:50,False,དྲ་རྒྱའི་མི་རིགས།,True,,True,Indo-European languages
bh,Bihari,Digital Humanities,,,,2026-04-19 16:24:50,False,डिजिटल मानविकी के बारे में बतावल गइल बा,True,,True,Indo-European languages
ve,Venda,Digital Humanities,,,,2026-04-19 16:24:50,False,Vhuthu ha Didzhithala,True,,True,Niger-Kordofanian languages
dty,Dotyali,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
kw,Cornish,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
dtp,Central Dusun,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
ik,Inupiaq,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,North American Indian languages
jam,Jamaican Creole English,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Creoles and pidgins
co,Corsican,Digital Humanities,Umanità digitale,,,2026-04-19 16:24:50,,,,,,Indo-European languages
sgs,Samogitian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
sdc,Sassarese Sardinian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
si,"Sinhala, Sinhalese",Digital Humanities,ඩිජිටල් මානව ශාස්ත්ර,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ilo,Ilokano,Digital Humanities,,,,2026-04-19 16:24:50,False,Digital a Humanities,False,Digital Humanies,True,Austronesian languages
cu,Old Church Slavonic,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
cs,Czech,Digital Humanities,Digitální humanitní vědy,,,2026-04-19 16:24:50,,,,,,Indo-European languages
mg,Malagasy,Digital Humanities,Digital Humanities,,,2026-04-19 16:24:50,,,,,,Austronesian languages
de,German,Digital Humanities,Digitale Geisteswissenschaften,,,2026-04-19 16:24:50,,,,,,Indo-European languages
nap,Neapolitan,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
moh,Mohawk,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
khq,Koyra Chiini,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
ybb,Yemba,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
mfa,Pattani Malay,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
es,Spanish; Castilian,Digital Humanities,Humanidades digitales,,,2026-04-19 16:24:50,,,,,,Indo-European languages
hr,Croatian,Digital Humanities,Digitalne humanističke znanosti,,,2026-04-19 16:24:50,,,,,,Indo-European languages
be,Belarusian,Digital Humanities,Лічбавыя гуманітарныя навукі,,,2026-04-19 16:24:50,,,,,,Indo-European languages
dav,Taita,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
dum,Middle Dutch,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ksh,Ripuarian,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Indo-European languages
sr,Serbian,Digital Humanities,Дигиталне Хуманистичке,,,2026-04-19 16:24:50,,,,,,Indo-European languages
el,"Greek, Modern",Digital Humanities,Ψηφιακές Ανθρωπιστικές Επιστήμες,,,2026-04-19 16:24:50,,,,,,Indo-European languages
bg,Bulgarian,Digital Humanities,Дигитални хуманитарни науки,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ar,Arabic,Digital Humanities,العلوم الإنسانية الرقمية,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
mns,Mansi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Uralic languages
gil,Gilbertese,Digital Humanities,,,,2026-04-19 16:24:50,True,,False,Aroia Aomata n Tokanikai i Aoni Bwaai ni Kabane,True,Austronesian languages
lzz,Laz,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Caucasian languages
lg,Luganda,Digital Humanities,,,,2026-04-19 16:24:50,False,Eby’obuntubulamu ebya Digital,False,Obusobozi bw'Abantu,True,Niger-Kordofanian languages
sei,Seri,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Language isolate
sly,Selayar,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
luz,Southern Luri,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
rtm,Rotuman,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
pau,Palauan,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
ojb,Northwestern Ojibwa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
mad,Madurese,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
saz,Saurashtra,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
nd,North Ndebele,Digital Humanities,,,,2026-04-19 16:24:50,True,,True,,True,Niger-Kordofanian languages
mas,Masai,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
fuv,Nigerian Fulfulde,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
kut,Kutenai,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Language isolate
maz,Central Mazahua,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Central American Indian languages
nym,Nyamwezi,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Niger-Kordofanian languages
was,Washo,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Language isolate
rmo,Sinte Romani,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
szl,Silesian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
pcd,Picard,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
smp,Samaritan,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Artificial languages
xlc,Lycian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
tbw,Tagbanwa,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Austronesian languages
kbd,Kabardian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Caucasian languages
pko,Pökoot,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Nilo-Saharan languages
tsi,Tsimshian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,North American Indian languages
pfl,Palatine German,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
ria,Riang (India),Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Sino-Tibetan languages
pro,Old Provençal,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
lrc,Northern Luri,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Indo-European languages
rif,Riffian,Digital Humanities,,,,2026-04-19 16:24:50,,,,,,Afro-Asiatic languages
