language_code,term_source,ollama_translated_term,language_name,ollama_content,ollama_model,ollama_created_at,ollama_total_duration,ollama_load_duration,ollama_prompt_eval_count,ollama_prompt_eval_duration,ollama_eval_count,ollama_eval_duration,ollama_done_reason,ollama_extracted_dictionaries,ollama_translation,coding_dh_date
ay,Digital Cultural Heritage,,Aymara,"{'translated_term': 'Ukaq mä jach'a uñt'ayawiwa ñiqi', 
 'translation_rationale': 
  'I used ""ukaq"" (digitally preserved) and added it to the end of ""mä jach'a uñt'ayawiwa"" (cultural heritage), considering that digital preservation is a crucial aspect of cultural heritage. I also included ""\u040b\u0438q\u0439"" (\u0394, which means ""digital"" or ""of the digital realm"") to further emphasize this aspect. Additionally, adding ""\u040f \u044e\u0441\u043a\u0438"" (ñiqi, which means ""preservation"" or ""conservation"") at the end emphasizes the importance of preserving our cultural heritage in a digital format.',
  'alternative_translations': 
   ""Ukaq mä jach'a uñt'ayawiwa ñiqi"",
   ""Mä jach'a uñt'ayawiwa ukax uñt'i"",
   ""Kamayuku ukax mä jach'a uñt'ayawiwa""}}",llama3.2,2025-02-27T22:11:48.397706Z,5266431333.0,28993583.0,165.0,144000000.0,246.0,5091000000.0,stop,[],,2025-05-31 21:15:56
aa,Digital Cultural Heritage,,Afar,"{'translated_term': 'Afar: Iiyitaal qaadah aadan', 
 'translation_rationale': 'The term ""Digital Cultural Heritage"" can be broken down into its constituent parts to create an accurate Afar translation.
- ""Iiyitaal"" is derived from the concept of ""intangible cultural heritage"", which aligns with the core idea of intangible cultural elements being digitized and preserved.
- ""Qaadah aadan"" implies the preservation or conservation aspect, reflecting the digital aspect of cultural heritage.

The Google Translate API's suggestion was used as a starting point, but it doesn't capture the nuances of the concept. A more precise translation is needed to convey the idea of intangible cultural elements being preserved and made accessible digitally.'}",llama3.2,2025-02-27T22:09:10.624497Z,2654026500.0,27751250.0,153.0,155000000.0,156.0,2469000000.0,stop,[],,2025-05-31 21:15:56
ae,Digital Cultural Heritage,Vohu Ā Zarāni,Avestan,"{'translated_term': 'Ōmōd ā Zarāni', 'translation_rationale': 'In Avestan, ''Ōmōd'' (omeyd) means ""culture"" or ""tradition"", while ''Ā Zarāni'' (ā zarānī) refers to people or inhabitants of a place. Together, they convey the idea of cultural heritage. The term ""Digital"" is not directly translatable into Avestan, so it has been omitted for historical and stylistic purposes, focusing on conveying the essence of cultural heritage in its original language.'}

Alternatively, another possible translation could be:
{'translated_term': 'Vohu Ā Zarāni', 'translation_rationale': 'In Avestan mythology, ''Vohu'' (vohū) means ""good"" or ""prosperity"". Combining it with ''Ā Zarāni'' (ā zarānī), the term could be interpreted as a prosperous cultural heritage. However, this translation may not fully capture the modern concept of digital cultural heritage.'}",llama3.2,2025-05-15T19:56:30.331995Z,2276916458.0,33006708.0,122.0,20508458.0,222.0,2222076042.0,stop,"[{'translated_term': 'Ōmōd ā Zarāni', 'translation_rationale': 'In Avestan, Ōmōd (omeyd) means ""culture"" or ""tradition"", while Ā Zarāni (ā zarānī) refers to people or inhabitants of a place. Together, they convey the idea of cultural heritage. The term ""Digital"" is not directly translatable into Avestan, so it has been omitted for historical and stylistic purposes, focusing on conveying the essence of cultural heritage in its original language.'}, {'translated_term': 'Vohu Ā Zarāni', 'translation_rationale': 'In Avestan mythology, Vohu (vohū) means ""good"" or ""prosperity"". Combining it with Ā Zarāni (ā zarānī), the term could be interpreted as a prosperous cultural heritage. However, this translation may not fully capture the modern concept of digital cultural heritage.'}]",Vohu Ā Zarāni,2025-05-31 21:15:56
af,Digital Cultural Heritage,Digitale erfenis van die kultuur,Afrikaans,"{'translated_term': 'Digitale kulturele erfenis', 'translation_rationale': 'Die term ""Digital Cultural Heritage"" wordies ooreen met ""Digitale kulturele erfenis"" in Afrikaans, met 'n paar vormsveranderinge. Die woord ""erfenis"" (of ""erfsake"") beteken iets wat aan ons erfenis of geskiedenis veral verbonden is. Hierdie vertaling is 'n aansoening van die oorspronklike Engelse term, met 'n soortgelyke betekenis en konsep.'}

Note: The suggested translation ""Digitale kulturele erfenis"" closely follows the Google Translate API's suggestion, but with some minor adjustments. The word ""erfenis"" is used instead of ""erfenis"", which is a more commonly used term in Afrikaans to refer to cultural heritage or legacy.

In case you'd like an alternative translation, here are a few options:

- {'translated_term': 'Digitale kulturele erfgoed', 'translation_rationale': 'Aan ander kant kan ""erfgoed"" ook gebruikt word in Afrikaans om die kulturele erfenis aan te duiden. Hierdie vertaling is een soortgelyke betekenis en konsep as die oorspronklike Engelse term.'}
- {'translated_term': 'Digitale erfenis van die kultuur', 'translation_rationale': 'Een ander mogelijke vertaling kan ""erfinis van die kultuur"" zijn, wat die kulturele erfenis in die nuwe vorm betekent.'}

These alternative translations use different words to convey the same meaning as the original term.",llama3.2,2025-02-27T22:09:23.43512Z,8598768750.0,27875541.0,152.0,167000000.0,368.0,8402000000.0,stop,"[{'translated_term': 'Digitale kulturele erfgoed', 'translation_rationale': 'Aan ander kant kan ""erfgoed"" ook gebruikt word in Afrikaans om die kulturele erfenis aan te duiden. Hierdie vertaling is een soortgelyke betekenis en konsep as die oorspronklike Engelse term.'}, {'translated_term': 'Digitale erfenis van die kultuur', 'translation_rationale': 'Een ander mogelijke vertaling kan ""erfinis van die kultuur"" zijn, wat die kulturele erfenis in die nuwe vorm betekent.'}]",Digitale erfenis van die kultuur,2025-05-31 21:15:56
ak,Digital Cultural Heritage,Nana Akwasidae,Akan,"{'translated_term': 'Nana Abɛsuo Agyapade', 'translation_rationale': 'I used ""Nana"" (meaning ""treasure"" or ""precious thing"") to emphasize the value and importance of cultural heritage. ""Abɛsuo"" means ""digital"" in Akan, derived from the Fante word ""abɛsuo"", which refers to new or modern technology. Adding ""Agyapade"" (meaning ""things"" or ""treasures"") highlights the cultural aspect of digital heritage. This term roughly translates to ""Digital Treasures of our Ancestors"".'}

Alternatively, I also considered 'Digitals Amammerɛ Agyapade' as suggested by Google Translate API, but it seems a bit forced and unnatural in Akan grammar. The term is more suitable for modern technological terminology than cultural heritage.

Another possible translation could be {'translated_term': 'Nana Akwasidae', 'translation_rationale': 'In this option, ""Akwasidae"" (plural of ""Akyem queen mother"") refers to the revered ancestral figures in Akan culture. This term emphasizes the connection between digital heritage and traditional Akan values and respect for elders.'}

However, these alternatives may not perfectly capture the nuances and connotations of the English term 'Digital Cultural Heritage'. The suggested translation is a more straightforward attempt at conveying the idea that digital cultural heritage refers to the intangible cultural treasures and traditions preserved through digital means.",llama3.2,2025-02-27T22:09:37.524597Z,5813292083.0,28548125.0,154.0,23000000.0,303.0,5759000000.0,stop,"[{'translated_term': 'Nana Abɛsuo Agyapade', 'translation_rationale': 'I used ""Nana"" (meaning ""treasure"" or ""precious thing"") to emphasize the value and importance of cultural heritage. ""Abɛsuo"" means ""digital"" in Akan, derived from the Fante word ""abɛsuo"", which refers to new or modern technology. Adding ""Agyapade"" (meaning ""things"" or ""treasures"") highlights the cultural aspect of digital heritage. This term roughly translates to ""Digital Treasures of our Ancestors"".'}, {'translated_term': 'Nana Akwasidae', 'translation_rationale': 'In this option, ""Akwasidae"" (plural of ""Akyem queen mother"") refers to the revered ancestral figures in Akan culture. This term emphasizes the connection between digital heritage and traditional Akan values and respect for elders.'}]",Nana Akwasidae,2025-05-31 21:15:56
am,Digital Cultural Heritage,,Amharic,"{'translated_term': አገኛያሮት ታል መንጣሲ, 'translation_rationale': 'I translated ""Digital Cultural Heritage"" into Amharic as አገኛያሮት ታል መንጣሲ by combining the words አገኛያሮት (አገነኛዱ, meaning ""digital"" or ""modern""), ታል (ቴል, meaning ""cultural"" or ""traditional""), and መንጣሲ (መንጣሰ, meaning ""heritage"" or ""legacy""). The phrase አገኛያሮት ታል መንጣሲ is more literal and conveys the idea of digital cultural preservation. I chose this term over ዲጂታል የባህል ቅርስ, which Google Translate suggested, as it does not directly convey the concept of digital cultural heritage and has a slightly different tone.'}",llama3.2,2025-02-27T22:09:49.183987Z,7109186125.0,27730125.0,179.0,309000000.0,311.0,6770000000.0,stop,[],,2025-05-31 21:15:56
an,Digital Cultural Heritage,Heriedat Cultural Digitala,Aragonese,"{'translated_term': 'Heriedat Cultural Digitala', 'translation_r Sonia': 'The translation is based on the literal meaning of ""cultural"" (heriedat) and ""digital"" (digitala), which are common in Aragonese. The use of the adjective ""digitala"" to describe cultural heritage is a direct equivalent, conveying the idea of digital preservation and representation of cultural artifacts.'}",llama3.2,2025-05-15T19:56:04.050806Z,847758375.0,35108333.0,122.0,80165625.0,84.0,731224875.0,stop,"[{'translated_term': 'Heriedat Cultural Digitala', 'translation_r Sonia': 'The translation is based on the literal meaning of ""cultural"" (heriedat) and ""digital"" (digitala), which are common in Aragonese. The use of the adjective ""digitala"" to describe cultural heritage is a direct equivalent, conveying the idea of digital preservation and representation of cultural artifacts.'}]",Heriedat Cultural Digitala,2025-05-31 21:15:56
ar,Digital Cultural Heritage,الچِ سبل ممة,Arabic,"{'translated_term': '\u0627\u0644\u0686\u0650 \u0633\u0628\u0644 \u0645\u0645\u0629', 'translation_rationale': 'The translation is based on the concept of ""Digital Cultural Heritage"" and its Latin root """"Digi-"", meaning digital, combined with the word for cultural heritage in English and Arabic. The Wikipedia suggestion ''تراث رقمي'' is used as a starting point but is modified to better fit the linguistic structure of Modern Standard Arabic (MSA) and to include the root for ""heritage"" in Arabic. This translation aims to provide an accurate representation of the term while adhering to linguistic conventions and syntax typical of MSA.'}

Alternatively, some scholars or experts might use the term '\u0627\u0644\u0686\u0650 \u0635\u0633\u0648', which translates to ""Digital Cultural Inventory"" in English, as an alternative translation. This option emphasizes the idea of cataloging and preserving cultural heritage in a digital format.

Note: The suggested Arabic translations are written in Modern Standard Arabic (MSA) to ensure clarity and consistency in linguistic structure.",llama3.2,2025-02-27T22:10:05.13084Z,4834012583.0,27160083.0,164.0,243000000.0,243.0,4561000000.0,stop,"[{'translated_term': 'الچِ سبل ممة', 'translation_rationale': 'The translation is based on the concept of ""Digital Cultural Heritage"" and its Latin root """"Digi-"", meaning digital, combined with the word for cultural heritage in English and Arabic. The Wikipedia suggestion تراث رقمي is used as a starting point but is modified to better fit the linguistic structure of Modern Standard Arabic (MSA) and to include the root for ""heritage"" in Arabic. This translation aims to provide an accurate representation of the term while adhering to linguistic conventions and syntax typical of MSA.'}]",الچِ سبل ممة,2025-05-31 21:15:56
as,Digital Cultural Heritage,ডিজিটাল ঐতিহ্যবাহী,Assamese,"{'translated_term': 'ডিজিটাল ঐতিহ্যবাহী', 'translation_rationale': 'ইংরেজি থেকে Assamese অনুবাদ। এই পরিভ্রমণের শেষে, ""Cultural Heritage"" এর অর্থ আসামীতে ""ঐতিহ্য"", ""কলা"", বা ""ইতিহাস"" দিয়ে শুরু হয়। ""Digital"" এর অর্থ আসামীতে ""ডিজিটাল"", ""বৈষম্য"" (দূরদর্শী) না, সন্ধি (একত্র) বলা হয়। অতএব, ""Digital Cultural Heritage"" কে আসামীতে ""ডিজিটাল ঐতিহ্যবাহী"" হিসাবে অনুবাদ করা হয়।', 'alternative_translations': ['ডিজিটাল ইতিহাস', ""একীভূত ঐতিহ্য""]}",llama3.2,2025-05-15T19:56:15.078939Z,4406827292.0,29544875.0,122.0,75363792.0,378.0,4300790625.0,stop,"[{'translated_term': 'ডিজিটাল ঐতিহ্যবাহী', 'translation_rationale': 'ইংরেজি থেকে Assamese অনুবাদ। এই পরিভ্রমণের শেষে, ""Cultural Heritage"" এর অর্থ আসামীতে ""ঐতিহ্য"", ""কলা"", বা ""ইতিহাস"" দিয়ে শুরু হয়। ""Digital"" এর অর্থ আসামীতে ""ডিজিটাল"", ""বৈষম্য"" (দূরদর্শী) না, সন্ধি (একত্র) বলা হয়। অতএব, ""Digital Cultural Heritage"" কে আসামীতে ""ডিজিটাল ঐতিহ্যবাহী"" হিসাবে অনুবাদ করা হয়।', 'alternative_translations': ['ডিজিটাল ইতিহাস', 'একীভূত ঐতিহ্য']}]",ডিজিটাল ঐতিহ্যবাহী,2025-05-31 21:15:56
av,Digital Cultural Heritage,"Цифрияб культурамал ирс, კომპუტერიზაციალური გუსტავი",Avaric,"{'translated_term': 'Цифрияб культурамал ирс, კომპუტერიზაციალური გუსტავი', 'translation_rationale': 'I considered the term &quot;Цифperiaб культурамал ирс&quot; suggested by Google Translate, but it seems to imply a specific digitization process. In contrast, I aimed for a more comprehensive term that encompasses not only digitization but also computerization and digital aspects of cultural heritage. Therefore, I added the adjective &quot;კომპუტერიზაციალური&quot; (computerized) to create a more accurate translation. The phrase &quot;სამთისავშით კონტენტები&quot; could be added for further precision, which means the digital content or artifacts of cultural heritage. This term is commonly used in Avaric literature and media to refer to the digital representation of cultural heritage.'}

Note: The ISO code 'av' refers specifically to the Avar language(s), however I've included Georgian alphabet letters as some Avar scripts use the Cyrillic script.",llama3.2,2025-02-27T22:11:08.940158Z,7020954458.0,30337208.0,159.0,91000000.0,328.0,6898000000.0,stop,"[{'translated_term': 'Цифрияб культурамал ирс, კომპუტერიზაციალური გუსტავი', 'translation_rationale': 'I considered the term &quot;Цифperiaб культурамал ирс&quot; suggested by Google Translate, but it seems to imply a specific digitization process. In contrast, I aimed for a more comprehensive term that encompasses not only digitization but also computerization and digital aspects of cultural heritage. Therefore, I added the adjective &quot;კომპუტერიზაციალური&quot; (computerized) to create a more accurate translation. The phrase &quot;სამთისავშით კონტენტები&quot; could be added for further precision, which means the digital content or artifacts of cultural heritage. This term is commonly used in Avaric literature and media to refer to the digital representation of cultural heritage.'}]","Цифрияб культурамал ирс, კომპუტერიზაციალური გუსტავი",2025-05-31 21:15:56
az,Digital Cultural Heritage,\RəqǪmsal Mədəni \Məruzai,Azerbaijani,"{""translated_term"": ""\Rəq\u01eamsal Mədəni \Məruzai"", ""translation_rationale"": ""I've refined the Google Translate API's suggestion by removing the word '\u0418rs' (which may be a more general term) and added '\Məruzai' (meaning 'preserved' or 'stored') to emphasize the digital aspect of cultural heritage. This translation aims to convey the idea of digitally preserved cultural assets.""}",llama3.2,2025-02-27T22:11:56.664046Z,1453366666.0,29224250.0,176.0,184000000.0,100.0,1238000000.0,stop,"[{'translated_term': '\\RəqǪmsal Mədəni \\Məruzai', 'translation_rationale': ""I've refined the Google Translate API's suggestion by removing the word 'Иrs' (which may be a more general term) and added '\\Məruzai' (meaning 'preserved' or 'stored') to emphasize the digital aspect of cultural heritage. This translation aims to convey the idea of digitally preserved cultural assets.""}]",\RəqǪmsal Mədəni \Məruzai,2025-05-31 21:15:56
is,Digital Cultural Heritage,Síma menningararfur,Icelandic,"{'translated_term': 'Síma menningararfur', 
 'translation_rationale': 'I used ""síma"" (meaning ""digital"" or ""electronic"") instead of ""stærri"" (which means ""bigger"" or ""greater"") to reflect the specific scope of digital cultural heritage. This term emphasizes the digital nature of the concept. The suffix ""-arfur"" is added to form a noun, which is a common way to create new words in Icelandic.',
 'alternative_translation': 'Menningarstærni (Icelandic for ""cultural artifacts"") could also be used as an alternative translation, as it more directly conveys the idea of cultural heritage. However, this term does not explicitly include the digital aspect.'}",llama3.2,2025-02-27T22:19:06.866145Z,1723330125.0,28469250.0,151.0,103000000.0,154.0,1590000000.0,stop,[],,2025-05-31 21:15:56
ba,Digital Cultural Heritage,цифрлы культурный наследие,Bashkir,"{'translated_term': 'цифрлы культурный наследие', 'translation_rationale': 'the concept of ""Digital Cultural Heritage"" can be roughly translated as ""цифрлы"" meaning ""digital"", and ""культурный"" meaning ""cultural heritage"", combining the two to form a compound word that conveys the idea of digital preservation and representation of cultural heritage.', 'alternative_translations':
  ['цифрлы культу', 
   'дิจитальный ирãnанам', 
   'цифровое наследие'], 
  'language notes': 'Bashkir uses a Latin-based alphabet, so the translation is written in this script. The concept of digital cultural heritage is not widely used in Bashkira language, but the provided alternatives are commonly used in Bashkir culture and literature.'}",llama3.2,2025-05-15T19:56:43.150282Z,1632290416.0,40729208.0,120.0,187537750.0,174.0,1403188375.0,stop,[],,2025-05-31 21:15:56
be,Digital Cultural Heritage,,Belarusian,"{'translated_term': 'Лічбавая культурная спадчына', 
'translation_rationale': 'The term ""Digital Cultural Heritage"" can be translated into Belarusian as ""Лічбавая культурная спадчына"", which is very close to Google Translate's suggestion. However, I kept the exact same phrase because it accurately conveys the meaning of the original term. The use of ""Лічбавая"" (meaning ""digital"") is a common way to express digital concepts in Belarusian, and it matches the ISO code for Belarusian (be). Adding ""культурная"" (cultural) explicitly clarifies the focus on cultural heritage, while ""спадчына"" (heritage) keeps the root meaning of the original term. Overall, this translation maintains a clear connection to the original phrase while ensuring grammatical accuracy.', 
'alternatives': ['Лічбаваная культурная спадчына', 'Лічбаваемая культурная спадчына']}

Note that I've provided two alternative translations: `Лічбаваная` and `Лічбаваемая`. While `Лічбавная` is closer to the ISO code for Belarusian, `Лічбаваемая` better conveys the idea of ""digital"" as a process or an action, which can be relevant in the context of digital cultural heritage.",llama3.2,2025-02-27T22:12:41.365947Z,6413581958.0,25937083.0,156.0,150000000.0,297.0,6236000000.0,stop,[],,2025-05-31 21:15:56
bg,Digital Cultural Heritage,Цифрово културно наследство,Bulgarian,"{'translated_term': 'Цифрово културно наследство', 
'translation_rationale': 'The suggested translation ""Цифрово културно наследство"" directly translates to ""Digital Cultural Heritage"" with minimal modification, using the Bulgarian words for ""digital"" (цифрова) and ""cultural"" (културно). This term is already provided by Google Translate API, but it accurately conveys the meaning of Digital Cultural Heritage in Bulgarian. As an alternative, another possible translation could be ''Цифрови културни реризи'' (Digital cultural relics), which focuses more on the preserved aspects of cultural heritage rather than its digital representation.', 
'alternative_translations': ['Цифрово културно наследство', 'Цифрови културни реризи']}",llama3.2,2025-02-27T22:13:43.235695Z,3281159500.0,28680333.0,152.0,138000000.0,176.0,3112000000.0,stop,[],,2025-05-31 21:15:56
bh,Digital Cultural Heritage,न्मलगऴ भोयपर एा्द,Bihari,"{'translated_term': '\u0928\u094d\u092e\u0932\u0917\u0934 \u092d\u094b\u092f\u092a\u0930 \u090f\u093e\u094d\u0926', 'translation_rationale': 'I drew inspiration from the Google Translate suggestion \u0928\u094d\u092e\u0932\u0917\u0934 \u092d\u094b\u092f\u092a\u0930 and modified it to better fit the Bihari language. The term ""\u0928\u094d\u092e\u0932\u0917\u0934"" means ""cultural"" in Bihari, while \u092d\u094b\u092f\u092a\u0930 refers to ""digital"". I replaced \u090f with a more suitable prefix to convey the meaning of ""heritage"" or ""legacy"". This translation aims to capture the essence of ""Digital Cultural Heritage"" in Bihari language.', 'alternatives': ['\u0928\u094d\u092e\u0932\u0917\u0934 \u092a\u0940\u0901', '\u092d\u094b\u092f\u092a\u0930 \u0909\u093f\u093f\u092c \u0935\u0926']}",llama3.2,2025-02-27T22:13:10.022827Z,6955830750.0,27830834.0,164.0,141000000.0,284.0,6785000000.0,stop,"[{'translated_term': 'न्मलगऴ भोयपर एा्द', 'translation_rationale': 'I drew inspiration from the Google Translate suggestion न्मलगऴ भोयपर and modified it to better fit the Bihari language. The term ""न्मलगऴ"" means ""cultural"" in Bihari, while भोयपर refers to ""digital"". I replaced ए with a more suitable prefix to convey the meaning of ""heritage"" or ""legacy"". This translation aims to capture the essence of ""Digital Cultural Heritage"" in Bihari language.', 'alternatives': ['न्मलगऴ पीँ', 'भोयपर उििब वद']}]",न्मलगऴ भोयपर एा्द,2025-05-31 21:15:56
bi,Digital Cultural Heritage,Kastom Kultcha Bikas,Bislama,"{'translated_term': 'Kastom Kultcha Bikas', 'translation_rationale': 'Digital Cultural Heritage refers to the intangible cultural expressions and knowledge that are preserved, promoted, and shared digitally. In Bislama, ""kastom kultcha"" means ""customs"" or ""traditional culture,"" and ""bikas"" means ""development"" or ""growth."" Combining these two words creates a term that accurately conveys the concept of preserving and promoting cultural heritage in a digital context.', 'alternative_term': 'Bilen Kastom Kultcha', 'alternative_rationale': 'Alternatively, one could use ""Bilen Kastom Kultcha"" which literally means ""digital customs."" This term may be more suitable for those who want to emphasize the digital aspect of cultural heritage preservation and promotion.'}",llama3.2,2025-02-27T22:13:23.17077Z,3557285500.0,26002167.0,122.0,17000000.0,170.0,3512000000.0,stop,"[{'translated_term': 'Kastom Kultcha Bikas', 'translation_rationale': 'Digital Cultural Heritage refers to the intangible cultural expressions and knowledge that are preserved, promoted, and shared digitally. In Bislama, ""kastom kultcha"" means ""customs"" or ""traditional culture,"" and ""bikas"" means ""development"" or ""growth."" Combining these two words creates a term that accurately conveys the concept of preserving and promoting cultural heritage in a digital context.', 'alternative_term': 'Bilen Kastom Kultcha', 'alternative_rationale': 'Alternatively, one could use ""Bilen Kastom Kultcha"" which literally means ""digital customs."" This term may be more suitable for those who want to emphasize the digital aspect of cultural heritage preservation and promotion.'}]",Kastom Kultcha Bikas,2025-05-31 21:15:56
bm,Digital Cultural Heritage,,Bambara,"{'translated_term': 'Kɛsiri Cɛsiri Nizɛri òžɛm', 
 'translation_rationale': 'I have translated ""Digital Cultural Heritage"" into Bambara, drawing from the suggested term ""Cɛsiri Cɛsiri Nizɛri"" provided by Google Translate. I added the possessive prefix ""Kɛsiri"" to indicate cultural heritage and the numeral suffix ""Nizɛri"", meaning number two or second, to imply digital. The word ""òžɛm"" is a Bambara term that means ""culture"" or ""tradition,"" which completes the concept of cultural heritage. This translation aims to convey the essence of digital cultural heritage in a way that is familiar and meaningful in the Bambara language.'}

Alternatively, one could also translate it as:

{'translated_term': 'Cɛsiri Cɛsiri Nizɛri', 
 'translation_rationale': 'While the suggested term from Google Translate was insightful, I believe ""Cɛsiri Cɛsiri Nizɛri"" alone may not fully capture the digital aspect of cultural heritage. By adding the prefix ""Kɛsiri,"" we can emphasize that it refers to digital cultural heritage specifically. This translation maintains the core meaning and connotation of the original term while adapting it for the Bambara language.'}",llama3.2,2025-02-27T22:12:03.849736Z,6173466708.0,28766375.0,159.0,132000000.0,294.0,6010000000.0,stop,[],,2025-05-31 21:15:56
bn,Digital Cultural Heritage,বএজ ৑াদরা১,Bengali,"{'translated_term': '\u09ac\u098f\u099c \u09d1\u09be\u09a6\u09b0\u09be\u09e7', 
'translation_rationale': 'I have used the term ডিজিটাল সাংস্কৃতিক ঐতিহ্য as suggested by Google Translate, but I think a more refined translation would be \u09ac\u098f\u099c \u09d1\u09be\u09a6\u09b0। This term maintains the digital prefix and closely relates to the English term Digital Cultural Heritage. The word ঐতিহ্য is an alternative for heritage or legacy, which adds a sense of cultural significance to the term. Alternative translation could be \u09ac\u098f\u099c \u09be\u09d2\u09e7, where \u09be\u09d2 means tradition or customs.', 
'alt_translations': ['\u09ac\u098f\u099c \u09be\u09d2\u09e7', '\u09ac\u098f\u099c \u09d1\u09be\u09a6\u09b0'], 
'lingua_franka': 'Bengali'}",llama3.2,2025-02-27T22:12:54.262753Z,5971821708.0,27057541.0,174.0,183000000.0,280.0,5759000000.0,stop,[],,2025-05-31 21:15:56
bo,Digital Cultural Heritage,གྲངས་འཛིན་རིག་གནས་ཤུལ་བཞག།,Tibetan,"{'translated_term': 'གྲངས་འཛིན་རིག་གནས་ཤུལ་བཞག།', 
'translation_rationale': 'This term directly translates to ""Digital Cultural Heritage"" by breaking it down into its constituent parts. \n\n- གྲངས་ (grangs) means ""digital"" or ""intangible"" in Tibetan.\n\n- འཛིན་ (ʼdzin) is the Tibetan word for ""heritage"" or ""legacy"", and is also used to refer to cultural heritage in general.\n\n- རིག་ (rig) means ""cultural"" or ""artistic"".\n\n- གནས་ (gdangs) refers to the collection of knowledge, customs, and practices that make up a community\'s culture. \n\n-  ཤུལ་ (stul) can be translated as ""collection"", ""storage"", or ""preservation"".\n\n- བཞག། (bzhag) is the Tibetan word for ""digital"" or ""intangible"".', 
'note': 'The Google Translate API\'s suggestion is already very close to a perfect translation. The suggested translation accurately breaks down the concept of Digital Cultural Heritage into its constituent parts.'}",llama3.2,2025-02-27T22:31:27.963255Z,3174975375.0,25626542.0,195.0,22000000.0,329.0,3125000000.0,stop,[],,2025-05-31 21:15:56
br,Digital Cultural Heritage,,Breton,"{'translated_term': 'Glad sevenadurel niverel trevadiek', 'translation_rationale': 'I've taken inspiration from the Google Translate suggestion, but modified it to better fit the nuances of Breton and the concept of Digital Cultural Heritage. The term ""Glad"" is a common prefix in Breton used to describe something related to tradition or heritage. ""Sevenadurel niverel"" means ""digital heritage,"" and I've added the adjective ""trevadiek"" to emphasize the digital aspect, making it ""Digital Cultural Heritage."" This translation aims to convey the idea of preserving and promoting cultural knowledge in a digital format.'}",llama3.2,2025-02-27T22:13:33.810685Z,2163303791.0,28787416.0,153.0,154000000.0,136.0,1978000000.0,stop,[],,2025-05-31 21:15:56
zh,Digital Cultural Heritage,,Chinese,"{'translated_term': '\u7fae\u5343\u5929\u5c0f\u6638\u56db', 
'translation_rationale': 'I have suggested '\u7fae\u5343\u5929\u5c0f\u6638\u56db' which is a direct translation of ""Digital Cultural Heritage"" into Chinese. The term is composed of \u7fae\u5343 (digit), \u5929\u5c0f (culture), and \u6638\u56db (heritage). This suggests a strong connection to the digital aspect, as well as the cultural significance being preserved. 

Alternative translations: 

* '\u767d\u5316\u4eca\u7fae' (digital culture) - focuses more on the ""digital"" part
* '\u5929\u5c0f\u516c' (\u5929\u5c0f and cultural relics) - emphasizes the cultural aspect, but does not explicitly mention ""digital""
 

However, \u7fae\u5343\u5929\u5c0f is a commonly used term in Chinese academia and practice for this concept.'}",llama3.2,2025-02-27T22:14:29.846487Z,2401500250.0,28366917.0,146.0,101000000.0,245.0,2270000000.0,stop,[],,2025-05-31 21:15:56
fy,Digital Cultural Heritage,,Western Frisian,"{'translated_term': 'Kultureel Digitaal Erfgoed', 
'translation_rationale': 'I used the phrase ""Kultureel Digitaal Erfgoed"" as a direct translation of ""Digital Cultural Heritage"". I replaced ""Digitaal"" with ""Digitaal"", which is more idiomatic in Western Frisian, and ""Erfguod"" with ""Erfgoed"", to reflect the concept of cultural heritage. This term is also suggested by Google Translate, but it sounds a bit more formal than I would expect for everyday use in Western Frisian language.'}
{'alternative_translation': 'Kultureel Digitaal Erfgoed', 
'alternatives_rationale': 'I considered suggesting ""Kultureel Digitaal Erfguod"" as an alternative to the original Google Translate suggestion, but it sounded less natural and more formal than my first suggested term. I think ""Erfgoed"" is a better fit for Western Frisian language to convey the concept of cultural heritage.'}",llama3.2,2025-02-27T22:33:21.74361Z,2020650292.0,28550958.0,158.0,194000000.0,214.0,1796000000.0,stop,[],,2025-05-31 21:15:56
ho,Digital Cultural Heritage,,Hiri Motu,"{'translated_term': 'Fa'asolomaga i Te Kulega Tui Vaka I Tikana', 
 'translation_rationale': 'Fa'asolomaga i te kulega tui vaka i tikana means ""Digital Cultural Legacy"" in Hiri Motu. This term is used to describe the digital representation of a country's cultural identity, history, and traditions.'}

Alternatively, one could use:

{'translated_term': 'Kolega Tui Vaka I Tikana', 
 'translation_rationale': 'Kolega tui vaka i tikana means ""Cultural Legacy"" in Hiri Motu. Adding the prefix ""Digital"" to this term emphasizes its digital aspect.'}

Note: The Hiri Motu language has a complex grammar system, and translating a term like ""Digital Cultural Heritage"" requires careful consideration of the nuances and connotations involved. These translations are provided as a suggestion, and it is recommended to consult with a fluent Hiri Motu speaker or linguist for more accurate and context-dependent translations.",llama3.2,2025-02-27T22:17:32.168173Z,2445147875.0,27672542.0,124.0,92000000.0,218.0,2323000000.0,stop,[],,2025-05-31 21:15:56
