n_variants_present,n_agree,agreement_rate,best_candidate,variant_translations,above_threshold,term_source,language_code,language_name,language_family,service,is_baseline
5,5,1.0,Ψηφιακές Ανθρωπιστικές Επιστήμες,"{'minimal': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'expert_persona': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'contextual': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'native_rationale': 'Ψηφιακές Ανθρωπιστικές Επιστήμες'}",True,Digital Humanities,el,"Greek, Modern",Indo-European (Other),Google Translate,True
5,5,1.0,Ψηφιακές Ανθρωπιστικές Επιστήμες,"{'minimal': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'expert_persona': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'contextual': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'native_rationale': 'Ψηφιακές Ανθρωπιστικές Επιστήμες'}",True,Digital Humanities,el,"Greek, Modern",Indo-European (Other),EasyNMT,True
5,5,1.0,Ψηφιακές Ανθρωπιστικές Επιστήμες,"{'minimal': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'expert_persona': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'contextual': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'native_rationale': 'Ψηφιακές Ανθρωπιστικές Επιστήμες'}",True,Digital Humanities,el,"Greek, Modern",Indo-European (Other),Lingvanex,True
5,5,1.0,Ψηφιακές Ανθρωπιστικές Επιστήμες,"{'minimal': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'expert_persona': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'contextual': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'native_rationale': 'Ψηφιακές Ανθρωπιστικές Επιστήμες'}",True,Digital Humanities,el,"Greek, Modern",Indo-European (Other),OpenAI,False
5,5,1.0,Ψηφιακές Ανθρωπιστικές Επιστήμες,"{'minimal': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'expert_persona': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'contextual': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'native_rationale': 'Ψηφιακές Ανθρωπιστικές Επιστήμες'}",True,Digital Humanities,el,"Greek, Modern",Indo-European (Other),Claude,False
5,5,1.0,Ψηφιακές Ανθρωπιστικές Επιστήμες,"{'minimal': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'expert_persona': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'contextual': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'native_rationale': 'Ψηφιακές Ανθρωπιστικές Επιστήμες'}",True,Digital Humanities,el,"Greek, Modern",Indo-European (Other),Gemini,False
1,1,1.0,Ψηφιακές Ανθρωπιστικές Επιστήμες,{'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες'},True,Digital Humanities,el,"Greek, Modern",Indo-European (Other),First Ollama,False
5,1,0.2,Διγλωσκοί Εικαστική Ανθρωπολογία,"{'minimal': 'Διγλωσκοί Εικαστική Ανθρωπολογία', 'comparative': 'Ψηφιακές Ανθρωπιστικές Επιστήμες', 'expert_persona': 'Διδακτικά Ανθρώπινα Εμφανίσεις', 'contextual': 'Ηλεκτρονικές Ανθρωπιστικές Επιστήμες', 'native_rationale': 'Δημοσιονομικές Ανθρωπιστικές Επιστήμες'}",False,Digital Humanities,el,"Greek, Modern",Indo-European (Other),Second Ollama,False
5,5,1.0,digital humanities,"{'minimal': 'digital humanities', 'comparative': 'digital humanities', 'expert_persona': 'digital humanities', 'contextual': 'digital humanities', 'native_rationale': 'digital humanities'}",True,Digital Humanities,en,English,Germanic,Wikipedia,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,en,English,Germanic,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,en,English,Germanic,EasyNMT,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,en,English,Germanic,Lingvanex,True
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,en,English,Germanic,OpenAI,False
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,en,English,Germanic,Claude,False
5,5,1.0,Digital Humanities,"{'minimal': 'Digital Humanities', 'comparative': 'Digital Humanities', 'expert_persona': 'Digital Humanities', 'contextual': 'Digital Humanities', 'native_rationale': 'Digital Humanities'}",True,Digital Humanities,en,English,Germanic,Gemini,False
1,1,1.0,Digital Humanities,{'comparative': 'Digital Humanities'},True,Digital Humanities,en,English,Germanic,First Ollama,False
5,3,0.6,Humanités numériques,"{'minimal': 'Humanités numériques', 'comparative': 'Digital Humanities', 'expert_persona': 'Humanités numériques', 'contextual': 'Digital Humanities', 'native_rationale': 'Humanités numériques'}",False,Digital Humanities,en,English,Germanic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,eo,Esperanto,Constructed,Wikipedia,True
5,5,1.0,Ciferecaj Homstudoj,"{'minimal': 'Ciferecaj Homstudoj', 'comparative': 'Ciferecaj Homstudoj', 'expert_persona': 'Ciferecaj Homstudoj', 'contextual': 'Ciferecaj Homstudoj', 'native_rationale': 'Ciferecaj Homstudoj'}",True,Digital Humanities,eo,Esperanto,Constructed,Google Translate,True
5,5,1.0,Ciferecaj homoj,"{'minimal': 'Ciferecaj homoj', 'comparative': 'Ciferecaj homoj', 'expert_persona': 'Ciferecaj homoj', 'contextual': 'Ciferecaj homoj', 'native_rationale': 'Ciferecaj homoj'}",True,Digital Humanities,eo,Esperanto,Constructed,EasyNMT,True
5,5,1.0,Ciferecaj Homaroj,"{'minimal': 'Ciferecaj Homaroj', 'comparative': 'Ciferecaj Homaroj', 'expert_persona': 'Ciferecaj Homaroj', 'contextual': 'Ciferecaj Homaroj', 'native_rationale': 'Ciferecaj Homaroj'}",True,Digital Humanities,eo,Esperanto,Constructed,Lingvanex,True
5,2,0.4,Ciferecaj Homsciencoj,"{'minimal': 'Reta Humanecscienco', 'comparative': 'Ciferecaj Homsciencoj', 'expert_persona': 'Ciferecaj Homsciencoj', 'contextual': 'Ciferecaj Humanismaj Sciencoj', 'native_rationale': 'Digitaj Homaroj'}",False,Digital Humanities,eo,Esperanto,Constructed,OpenAI,False
5,1,0.2,Ciferecaj Homscienkoj,"{'minimal': 'Ciferecaj Homscienkoj', 'comparative': 'Ciferecaj Homscienco', 'expert_persona': 'Ciferecaj Humanaj Sciencoj', 'contextual': 'Ciferecaj Homaj Sciencoj', 'native_rationale': 'Ciferecaj Humanscienco'}",False,Digital Humanities,eo,Esperanto,Constructed,Claude,False
5,4,0.8,Ciferecaj Homsciencoj,"{'minimal': 'Ciferecaj Homsciencoj', 'comparative': 'Cifereca Homscienco', 'expert_persona': 'Ciferecaj Homsciencoj', 'contextual': 'Ciferecaj Homsciencoj', 'native_rationale': 'Ciferecaj Homsciencoj'}",True,Digital Humanities,eo,Esperanto,Constructed,Gemini,False
1,1,1.0,Ciferecaj Humanistiko,{'comparative': 'Ciferecaj Humanistiko'},True,Digital Humanities,eo,Esperanto,Constructed,First Ollama,False
5,1,0.2,Digiĉumanitarismo,"{'minimal': 'Digiĉumanitarismo', 'comparative': 'Ciferecaj Humanistiko', 'expert_persona': 'Humanistikoj Digitaj', 'contextual': 'Digaj Humanismoj', 'native_rationale': 'Dokumenta Scienco'}",False,Digital Humanities,eo,Esperanto,Constructed,Second Ollama,False
5,5,1.0,Humanidades digitales,"{'minimal': 'Humanidades digitales', 'comparative': 'Humanidades digitales', 'expert_persona': 'Humanidades digitales', 'contextual': 'Humanidades digitales', 'native_rationale': 'Humanidades digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,Wikipedia,True
5,5,1.0,Humanidades digitales,"{'minimal': 'Humanidades digitales', 'comparative': 'Humanidades digitales', 'expert_persona': 'Humanidades digitales', 'contextual': 'Humanidades digitales', 'native_rationale': 'Humanidades digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,Google Translate,True
5,5,1.0,Humanidades digitales,"{'minimal': 'Humanidades digitales', 'comparative': 'Humanidades digitales', 'expert_persona': 'Humanidades digitales', 'contextual': 'Humanidades digitales', 'native_rationale': 'Humanidades digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,EasyNMT,True
5,5,1.0,Humanidades digitales,"{'minimal': 'Humanidades digitales', 'comparative': 'Humanidades digitales', 'expert_persona': 'Humanidades digitales', 'contextual': 'Humanidades digitales', 'native_rationale': 'Humanidades digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,Lingvanex,True
5,4,0.8,Humanidades Digitales,"{'minimal': 'Humanidades Digitales', 'comparative': 'Humanidades digitales', 'expert_persona': 'Humanidades Digitales', 'contextual': 'Humanidades Digitales', 'native_rationale': 'Humanidades Digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,OpenAI,False
5,5,1.0,Humanidades Digitales,"{'minimal': 'Humanidades Digitales', 'comparative': 'Humanidades Digitales', 'expert_persona': 'Humanidades Digitales', 'contextual': 'Humanidades Digitales', 'native_rationale': 'Humanidades Digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,Claude,False
5,5,1.0,Humanidades Digitales,"{'minimal': 'Humanidades Digitales', 'comparative': 'Humanidades Digitales', 'expert_persona': 'Humanidades Digitales', 'contextual': 'Humanidades Digitales', 'native_rationale': 'Humanidades Digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,Gemini,False
1,1,1.0,Humanidades Digitales,{'comparative': 'Humanidades Digitales'},True,Digital Humanities,es,Spanish; Castilian,Romance,First Ollama,False
5,5,1.0,Humanidades Digitales,"{'minimal': 'Humanidades Digitales', 'comparative': 'Humanidades Digitales', 'expert_persona': 'Humanidades Digitales', 'contextual': 'Humanidades Digitales', 'native_rationale': 'Humanidades Digitales'}",True,Digital Humanities,es,Spanish; Castilian,Romance,Second Ollama,False
5,5,1.0,Humanitate digitalak,"{'minimal': 'Humanitate digitalak', 'comparative': 'Humanitate digitalak', 'expert_persona': 'Humanitate digitalak', 'contextual': 'Humanitate digitalak', 'native_rationale': 'Humanitate digitalak'}",True,Digital Humanities,eu,Basque,Caucasian / Isolate,Wikipedia,True
5,5,1.0,Humanitate Digitalak,"{'minimal': 'Humanitate Digitalak', 'comparative': 'Humanitate Digitalak', 'expert_persona': 'Humanitate Digitalak', 'contextual': 'Humanitate Digitalak', 'native_rationale': 'Humanitate Digitalak'}",True,Digital Humanities,eu,Basque,Caucasian / Isolate,Google Translate,True
5,5,1.0,Gizatasun digitalak,"{'minimal': 'Gizatasun digitalak', 'comparative': 'Gizatasun digitalak', 'expert_persona': 'Gizatasun digitalak', 'contextual': 'Gizatasun digitalak', 'native_rationale': 'Gizatasun digitalak'}",True,Digital Humanities,eu,Basque,Caucasian / Isolate,EasyNMT,True
5,5,1.0,Humanitate Digitalak,"{'minimal': 'Humanitate Digitalak', 'comparative': 'Humanitate Digitalak', 'expert_persona': 'Humanitate Digitalak', 'contextual': 'Humanitate Digitalak', 'native_rationale': 'Humanitate Digitalak'}",True,Digital Humanities,eu,Basque,Caucasian / Isolate,Lingvanex,True
5,5,1.0,Humanitate Digitalak,"{'minimal': 'Humanitate Digitalak', 'comparative': 'Humanitate Digitalak', 'expert_persona': 'Humanitate Digitalak', 'contextual': 'Humanitate Digitalak', 'native_rationale': 'Humanitate Digitalak'}",True,Digital Humanities,eu,Basque,Caucasian / Isolate,OpenAI,False
5,2,0.4,Giza Zientzien Informatika,"{'minimal': 'Giza Zientzien Informatika', 'comparative': 'Humanitate Digitalak', 'expert_persona': 'Giza Zientzien Informatika', 'contextual': 'Giza Zientzia Digitalak', 'native_rationale': 'Humanitate Digitalak'}",False,Digital Humanities,eu,Basque,Caucasian / Isolate,Claude,False
5,4,0.8,Giza Zientzia Digitalak,"{'minimal': 'Giza Zientzia Digitalak', 'comparative': 'Humanitate Digitalak', 'expert_persona': 'Giza Zientzia Digitalak', 'contextual': 'Giza Zientzia Digitalak', 'native_rationale': 'Giza Zientzia Digitalak'}",True,Digital Humanities,eu,Basque,Caucasian / Isolate,Gemini,False
1,1,1.0,Gizarte Digitalak,{'comparative': 'Gizarte Digitalak'},True,Digital Humanities,eu,Basque,Caucasian / Isolate,First Ollama,False
4,1,0.25,Arte Digitaleko ikaskuntzak,"{'minimal': 'Arte Digitaleko ikaskuntzak', 'comparative': 'Gizarte Digitalak', 'expert_persona': 'Eskala Digitala', 'contextual': 'Artea Digitala'}",False,Digital Humanities,eu,Basque,Caucasian / Isolate,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ms,Malay,Austronesian,Wikipedia,True
5,5,1.0,Kemanusiaan Digital,"{'minimal': 'Kemanusiaan Digital', 'comparative': 'Kemanusiaan Digital', 'expert_persona': 'Kemanusiaan Digital', 'contextual': 'Kemanusiaan Digital', 'native_rationale': 'Kemanusiaan Digital'}",True,Digital Humanities,ms,Malay,Austronesian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ms,Malay,Austronesian,EasyNMT,True
5,5,1.0,Kemanusiaan Digital,"{'minimal': 'Kemanusiaan Digital', 'comparative': 'Kemanusiaan Digital', 'expert_persona': 'Kemanusiaan Digital', 'contextual': 'Kemanusiaan Digital', 'native_rationale': 'Kemanusiaan Digital'}",True,Digital Humanities,ms,Malay,Austronesian,Lingvanex,True
5,4,0.8,Kemanusiaan Digital,"{'minimal': 'Kemanusiaan Digital', 'comparative': 'Humaniora Digital', 'expert_persona': 'Kemanusiaan Digital', 'contextual': 'Kemanusiaan Digital', 'native_rationale': 'Kemanusiaan Digital'}",True,Digital Humanities,ms,Malay,Austronesian,OpenAI,False
5,4,0.8,Kemanusiaan Digital,"{'minimal': 'Kemanusiaan Digital', 'comparative': 'Humaniora Digital', 'expert_persona': 'Kemanusiaan Digital', 'contextual': 'Kemanusiaan Digital', 'native_rationale': 'Kemanusiaan Digital'}",True,Digital Humanities,ms,Malay,Austronesian,Claude,False
5,5,1.0,Kemanusiaan Digital,"{'minimal': 'Kemanusiaan Digital', 'comparative': 'Kemanusiaan Digital', 'expert_persona': 'Kemanusiaan Digital', 'contextual': 'Kemanusiaan Digital', 'native_rationale': 'Kemanusiaan Digital'}",True,Digital Humanities,ms,Malay,Austronesian,Gemini,False
1,1,1.0,Kemanusiaan Digital,{'comparative': 'Kemanusiaan Digital'},True,Digital Humanities,ms,Malay,Austronesian,First Ollama,False
5,3,0.6,Kemanusiaan Digital,"{'minimal': 'Humaniti Digital', 'comparative': 'Kemanusiaan Digital', 'expert_persona': 'Kemanusiaan Digital', 'contextual': 'Humaniti Digital', 'native_rationale': 'Kemanusiaan Digital'}",False,Digital Humanities,ms,Malay,Austronesian,Second Ollama,False
5,5,1.0,علوم انسانی دیجیتال,"{'minimal': 'علوم انسانی دیجیتال', 'comparative': 'علوم انسانی دیجیتال', 'expert_persona': 'علوم انسانی دیجیتال', 'contextual': 'علوم انسانی دیجیتال', 'native_rationale': 'علوم انسانی دیجیتال'}",True,Digital Humanities,fa,Persian,Indo-Iranian,Wikipedia,True
5,5,1.0,علوم انسانی دیجیتال,"{'minimal': 'علوم انسانی دیجیتال', 'comparative': 'علوم انسانی دیجیتال', 'expert_persona': 'علوم انسانی دیجیتال', 'contextual': 'علوم انسانی دیجیتال', 'native_rationale': 'علوم انسانی دیجیتال'}",True,Digital Humanities,fa,Persian,Indo-Iranian,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,fa,Persian,Indo-Iranian,EasyNMT,True
5,5,1.0,علوم انسانی دیجیتال,"{'minimal': 'علوم انسانی دیجیتال', 'comparative': 'علوم انسانی دیجیتال', 'expert_persona': 'علوم انسانی دیجیتال', 'contextual': 'علوم انسانی دیجیتال', 'native_rationale': 'علوم انسانی دیجیتال'}",True,Digital Humanities,fa,Persian,Indo-Iranian,Lingvanex,True
5,5,1.0,علوم انسانی دیجیتال,"{'minimal': 'علوم انسانی دیجیتال', 'comparative': 'علوم انسانی دیجیتال', 'expert_persona': 'علوم انسانی دیجیتال', 'contextual': 'علوم انسانی دیجیتال', 'native_rationale': 'علوم انسانی دیجیتال'}",True,Digital Humanities,fa,Persian,Indo-Iranian,OpenAI,False
5,5,1.0,علوم انسانی دیجیتال,"{'minimal': 'علوم انسانی دیجیتال', 'comparative': 'علوم انسانی دیجیتال', 'expert_persona': 'علوم انسانی دیجیتال', 'contextual': 'علوم انسانی دیجیتال', 'native_rationale': 'علوم انسانی دیجیتال'}",True,Digital Humanities,fa,Persian,Indo-Iranian,Claude,False
5,5,1.0,علوم انسانی دیجیتال,"{'minimal': 'علوم انسانی دیجیتال', 'comparative': 'علوم انسانی دیجیتال', 'expert_persona': 'علوم انسانی دیجیتال', 'contextual': 'علوم انسانی دیجیتال', 'native_rationale': 'علوم انسانی دیجیتال'}",True,Digital Humanities,fa,Persian,Indo-Iranian,Gemini,False
1,1,1.0,علوم انسانی دیجیتال,{'comparative': 'علوم انسانی دیجیتال'},True,Digital Humanities,fa,Persian,Indo-Iranian,First Ollama,False
4,1,0.25,ادویت اخثراگی دتخابی,"{'minimal': 'ادویت اخثراگی دتخابی', 'comparative': 'علوم انسانی دیجیتال', 'expert_persona': 'انجمنریای دیجیتال', 'contextual': 'انسان\u200cشناسی دیجیتال'}",False,Digital Humanities,fa,Persian,Indo-Iranian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ff,Fula,African (Niger-Congo),Wikipedia,True
5,5,1.0,Neɗɗaŋke Dijital,"{'minimal': 'Neɗɗaŋke Dijital', 'comparative': 'Neɗɗaŋke Dijital', 'expert_persona': 'Neɗɗaŋke Dijital', 'contextual': 'Neɗɗaŋke Dijital', 'native_rationale': 'Neɗɗaŋke Dijital'}",True,Digital Humanities,ff,Fula,African (Niger-Congo),Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ff,Fula,African (Niger-Congo),EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,ff,Fula,African (Niger-Congo),Lingvanex,True
5,1,0.2,Tawadaaji Digitannde,"{'minimal': 'Tawadaaji Digitannde', 'comparative': 'Joomirde Gital', 'expert_persona': 'Hamɓe Tafsire Lafal', 'contextual': 'Cilol faggorde mitinak', 'native_rationale': 'Diitugol nguurndam'}",False,Digital Humanities,ff,Fula,African (Niger-Congo),OpenAI,False
5,1,0.2,Duɗal Nokkuuji Dijital,"{'minimal': 'Duɗal Nokkuuji Dijital', 'comparative': 'Joomirde Dijiital', 'expert_persona': 'Ganndal Noddiyankooɓe Nimɗitiiɗe', 'contextual': ""Ganndal Nodditoraangal Tuma'en"", 'native_rationale': 'Peeragol Dijital'}",False,Digital Humanities,ff,Fula,African (Niger-Congo),Claude,False
5,1,0.2,Ganndal Dijital e Neɗɗaagu,"{'minimal': 'Ganndal Dijital e Neɗɗaagu', 'comparative': 'Ganndal Neɗɗaŋke Dijital', 'expert_persona': 'Ganndal Neɗɗaagu Dijital', 'contextual': 'Ganndal Neɗɗaŋkeewal Dijital', 'native_rationale': 'Ganndal Hakkilantaagal e Neɗɗaagu'}",False,Digital Humanities,ff,Fula,African (Niger-Congo),Gemini,False
1,1,1.0,Dijital Humaniyɗe,{'comparative': 'Dijital Humaniyɗe'},True,Digital Humanities,ff,Fula,African (Niger-Congo),First Ollama,False
5,1,0.2,Tegi digital humanities,"{'minimal': 'Tegi digital humanities', 'comparative': 'Dijital Humaniyɗe', 'expert_persona': 'Bari Jigawaɗa Digitali', 'contextual': 'Tijanawal Digitaal', 'native_rationale': 'Digiitaaal Maanaatiig'}",False,Digital Humanities,ff,Fula,African (Niger-Congo),Second Ollama,False
5,5,1.0,Digitaaliset ihmistieteet,"{'minimal': 'Digitaaliset ihmistieteet', 'comparative': 'Digitaaliset ihmistieteet', 'expert_persona': 'Digitaaliset ihmistieteet', 'contextual': 'Digitaaliset ihmistieteet', 'native_rationale': 'Digitaaliset ihmistieteet'}",True,Digital Humanities,fi,Finnish,Uralic,Wikipedia,True
5,5,1.0,Digitaaliset humanistiset tieteet,"{'minimal': 'Digitaaliset humanistiset tieteet', 'comparative': 'Digitaaliset humanistiset tieteet', 'expert_persona': 'Digitaaliset humanistiset tieteet', 'contextual': 'Digitaaliset humanistiset tieteet', 'native_rationale': 'Digitaaliset humanistiset tieteet'}",True,Digital Humanities,fi,Finnish,Uralic,Google Translate,True
5,5,1.0,Digitaaliset humanistiset tieteet,"{'minimal': 'Digitaaliset humanistiset tieteet', 'comparative': 'Digitaaliset humanistiset tieteet', 'expert_persona': 'Digitaaliset humanistiset tieteet', 'contextual': 'Digitaaliset humanistiset tieteet', 'native_rationale': 'Digitaaliset humanistiset tieteet'}",True,Digital Humanities,fi,Finnish,Uralic,EasyNMT,True
5,5,1.0,Digitaaliset humanistiset tieteet,"{'minimal': 'Digitaaliset humanistiset tieteet', 'comparative': 'Digitaaliset humanistiset tieteet', 'expert_persona': 'Digitaaliset humanistiset tieteet', 'contextual': 'Digitaaliset humanistiset tieteet', 'native_rationale': 'Digitaaliset humanistiset tieteet'}",True,Digital Humanities,fi,Finnish,Uralic,Lingvanex,True
5,1,0.2,digitaalinen humanistiset tieteet,"{'minimal': 'digitaalinen humanistiset tieteet', 'comparative': 'Digitaaliset ihmistieteet', 'expert_persona': 'digitaaliset humanistiset tieteet', 'contextual': 'digitaalinen humanismi', 'native_rationale': 'digitaalinen humanistinen tutkimus'}",False,Digital Humanities,fi,Finnish,Uralic,OpenAI,False
5,4,0.8,digitaaliset humanistiset tieteet,"{'minimal': 'digitaaliset humanistiset tieteet', 'comparative': 'Digitaaliset ihmistieteet', 'expert_persona': 'digitaaliset humanistiset tieteet', 'contextual': 'digitaaliset humanistiset tieteet', 'native_rationale': 'digitaaliset humanistiset tieteet'}",True,Digital Humanities,fi,Finnish,Uralic,Claude,False
5,3,0.6,digitaaliset humanistiset tieteet,"{'minimal': 'Digitaaliset humanistiset tieteet', 'comparative': 'Digitaaliset ihmistieteet', 'expert_persona': 'digitaaliset humanistiset tieteet', 'contextual': 'digitaaliset humanistiset tieteet', 'native_rationale': 'digitaaliset humanistiset tieteet'}",False,Digital Humanities,fi,Finnish,Uralic,Gemini,False
1,1,1.0,Digitaaliset ihmistieteet,{'comparative': 'Digitaaliset ihmistieteet'},True,Digital Humanities,fi,Finnish,Uralic,First Ollama,False
5,1,0.2,Digitaalisen humanistikan,"{'minimal': 'Digitaalisen humanistikan', 'comparative': 'Digitaaliset ihmistieteet', 'expert_persona': 'Digitaalinen humanistikka', 'contextual': 'Digitaalisen humanistikan tutkimus', 'native_rationale': 'Digitaalinen humanismi'}",False,Digital Humanities,fi,Finnish,Uralic,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,fj,Fijian,Austronesian,Wikipedia,True
5,5,1.0,Digitaki ni tamata,"{'minimal': 'Digitaki ni tamata', 'comparative': 'Digitaki ni tamata', 'expert_persona': 'Digitaki ni tamata', 'contextual': 'Digitaki ni tamata', 'native_rationale': 'Digitaki ni tamata'}",True,Digital Humanities,fj,Fijian,Austronesian,Google Translate,True
5,5,1.0,Cata na iTovo ni Tamata,"{'minimal': 'Cata na iTovo ni Tamata', 'comparative': 'Cata na iTovo ni Tamata', 'expert_persona': 'Cata na iTovo ni Tamata', 'contextual': 'Cata na iTovo ni Tamata', 'native_rationale': 'Cata na iTovo ni Tamata'}",True,Digital Humanities,fj,Fijian,Austronesian,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,fj,Fijian,Austronesian,Lingvanex,True
5,1,0.2,Saienisi Vakakomipiuta kei na iTaukei,"{'minimal': 'Saienisi Vakakomipiuta kei na iTaukei', 'comparative': 'Veika vakalivaliva ni Masuaki', 'expert_persona': 'Vunivola Vakatotoka', 'contextual': 'Vakanatabose Levu kei na Vuravura Vakompiuta', 'native_rationale': 'Yavusa Vaka-Vanua ni Matinitiniti'}",False,Digital Humanities,fj,Fijian,Austronesian,OpenAI,False
5,1,0.2,Dijitali na Vuku ni Tamata,"{'minimal': 'Dijitali na Vuku ni Tamata', 'comparative': 'Na iVola Tabu Digitaki', 'expert_persona': 'iVolavola Digitali', 'contextual': 'iVola ni Vakadiditaki kei na Vakasama Ivola', 'native_rationale': 'Na iVakarau kei na iVolavola Dijitali'}",False,Digital Humanities,fj,Fijian,Austronesian,Claude,False
5,1,0.2,Vuli Digitale ni Tamata,"{'minimal': 'Vuli Digitale ni Tamata', 'comparative': 'Vuli Digitaki ni Tamata', 'expert_persona': 'Vuku ni Tamata Vakadigitali', 'contextual': 'Vuli Veiwekani Vakaitukutuku Vakalivaliva', 'native_rationale': 'Vuli Veidigitali ni Tamata'}",False,Digital Humanities,fj,Fijian,Austronesian,Gemini,False
1,1,1.0,Digitaki ni tamata,{'comparative': 'Digitaki ni tamata'},True,Digital Humanities,fj,Fijian,Austronesian,First Ollama,False
4,1,0.25,Niu Kedrai Vakabula,"{'minimal': 'Niu Kedrai Vakabula', 'comparative': 'Digitaki ni tamata', 'expert_persona': 'Vanua ni Viti Vakadinamika', 'contextual': 'Taletataki ni Vakavanua'}",False,Digital Humanities,fj,Fijian,Austronesian,Second Ollama,False
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,fo,Faroese,Germanic,Wikipedia,True
5,5,1.0,Talgild hugvísindi,"{'minimal': 'Talgild hugvísindi', 'comparative': 'Talgild hugvísindi', 'expert_persona': 'Talgild hugvísindi', 'contextual': 'Talgild hugvísindi', 'native_rationale': 'Talgild hugvísindi'}",True,Digital Humanities,fo,Faroese,Germanic,Google Translate,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,fo,Faroese,Germanic,EasyNMT,True
0,0,,,"{'minimal': None, 'comparative': None, 'expert_persona': None, 'contextual': None, 'native_rationale': None}",False,Digital Humanities,fo,Faroese,Germanic,Lingvanex,True
